country,district,year,Avg. NVDI Val
Afghanistan,Pul-e- Alam,1982,1024.2621951219512
Afghanistan,Pasaband,1982,989.8111111111111
Afghanistan,Alasay,1982,1520.8541666666667
Afghanistan,Khwaja Hejran,1982,1397.732142857143
Afghanistan,Hesa Awal-e- Behsud,1982,987.7390710382514
Afghanistan,Almar,1982,2344.366666666667
Afghanistan,Sang-e-Takht,1982,952.6388888888889
Afghanistan,Nili,1982,945.6098484848485
Afghanistan,Qarqin,1982,624.3083333333333
Afghanistan,Zadran,1982,1951.3583333333333
Afghanistan,Gurbuz,1982,1740.861111111111
Afghanistan,Parian,1982,850.8921568627451
Afghanistan,Bagram,1982,1362.1277777777777
Afghanistan,Omna,1982,1099.9259259259259
Afghanistan,Giro,1982,858.9244791666666
Afghanistan,Bangi,1982,1632.701923076923
Afghanistan,Jaghuri,1982,969.5763888888889
Afghanistan,Farkhar,1982,1297.8936781609195
Afghanistan,Alishang,1982,2956.4166666666665
Afghanistan,Shinkay,1982,927.0568181818181
Afghanistan,Wa Sher,1982,846.3635057471264
Afghanistan,Sayghan,1982,908.3925120772947
Afghanistan,Kahmard,1982,1046.3720238095239
Afghanistan,Dawlat Yar,1982,1046.3421717171718
Afghanistan,Paktika,1982,1073.0341324200913
Afghanistan,Tarnak Wa Jaldak,1982,1021.929012345679
Afghanistan,Azra,1982,1351.125
Afghanistan,Koh Band,1982,1343.1785714285713
Afghanistan,Farah,1982,1102.5114692218351
Afghanistan,Nawa,1982,770.3935897435897
Afghanistan,Qarabagh,1982,981.245238095238
Afghanistan,Dushi,1982,1408.465625
Afghanistan,Baharak,1982,2031.9285714285713
Afghanistan,Bermel (Burmul),1982,1509.387254901961
Afghanistan,Deh Salah,1982,1224.8480392156862
Afghanistan,Darqad,1982,2777.858974358974
Afghanistan,Dahana-e-Ghory,1982,1570.375730994152
Afghanistan,Sozma Qala,1982,1615.7427536231885
Afghanistan,Sabri,1982,2316.859375
Afghanistan,Lal Wa Sarjangal,1982,979.6212606837607
Afghanistan,Feroz Nakhchir,1982,1332.6020408163265
Afghanistan,Wor Mamay,1982,1044.886
Afghanistan,Logar,1982,1019.6536926147704
Afghanistan,Deh shu,1982,899.8508968609865
Afghanistan,Du Lina,1982,1018.084274952919
Afghanistan,Guzargah-e- Nur,1982,1107.5833333333333
Afghanistan,Deh Sabz,1982,1010.2407407407408
Afghanistan,Kohistanat,1982,1062.1584699453551
Afghanistan,Shomulzay,1982,870.7132132132132
Afghanistan,Chahar Darah,1982,1899.8055555555557
Afghanistan,Zabul,1982,968.1659125188537
Afghanistan,Shor Abak,1982,841.5769639065818
Afghanistan,Marmul,1982,1478.3412698412699
Afghanistan,Nejrab,1982,1522.8566666666666
Afghanistan,Rukha,1982,1133.6666666666667
Afghanistan,Charkh,1982,1064.6515151515152
Afghanistan,Sang(San)Charak,1982,1514.545634920635
Afghanistan,Khakrez,1982,1003.281746031746
Afghanistan,Nahr-e-Saraj,1982,1232.1458333333333
Afghanistan,Qorghan,1982,1375.0196078431372
Afghanistan,Zarghun Shahr,1982,928.7592592592592
Afghanistan,Yangi Qala,1982,2051.465277777778
Afghanistan,Tala wa barfak,1982,939.0199115044247
Afghanistan,Miramor,1982,780.2786738351255
Afghanistan,Khwaja Bahawuddin,1982,2004.8854166666667
Afghanistan,Mata Khan,1982,971.4607843137255
Afghanistan,Ruy-e-Du Ab,1982,1159.5535087719297
Afghanistan,Arghandab,1982,1052.1760416666666
Afghanistan,Namak Ab,1982,1173.9541666666667
Afghanistan,Kapisa,1982,1551.401111111111
Afghanistan,Panjsher,1982,891.0007936507936
Afghanistan,Khoshi,1982,911.7361111111111
Afghanistan,Mizan,1982,1072.844696969697
Afghanistan,Ghormach,1982,2246.3377192982457
Afghanistan,Qaysar,1982,1659.671768707483
Afghanistan,Chaghcharan,1982,1027.3679653679653
Afghanistan,Nahrin,1982,1694.3958333333333
Afghanistan,Dara,1982,834.3638888888889
Afghanistan,Kabul,1982,1187.6292517006802
Afghanistan,Chahar Sadra,1982,1217.55
Afghanistan,Takhar,1982,1629.1567567567567
Afghanistan,Hisa Duwum-e- Kohestan,1982,3526.4166666666665
Afghanistan,Estalef,1982,1073.3
Afghanistan,Gelan,1982,913.2240740740741
Afghanistan,Gomal,1982,1020.2322580645161
Afghanistan,Shahid-e-Hassas,1982,1470.088028169014
Afghanistan,Sharak-e-Hayratan,1982,826.1944444444445
Afghanistan,Qush Tepa,1982,2076.133333333333
Afghanistan,Ghorak,1982,1034.7142857142858
Afghanistan,Nad-e-Ali,1982,948.59375
Afghanistan,Mando Zayi,1982,1496.1666666666667
Afghanistan,Adraskan,1982,1128.3166666666666
Afghanistan,Muqur,1982,1361.7591145833333
Afghanistan,Kakar,1982,958.5833333333334
Afghanistan,Nuristan,1982,519.8333333333334
Afghanistan,Ghazni,1982,892.6370905587669
Afghanistan,Khenj (Hes-e- Awal),1982,805.8133333333334
Afghanistan,Khenjan,1982,1127.1666666666667
Afghanistan,Pashtun  Zarghun,1982,1135.4791666666667
Afghanistan,Pashtun kot,1982,1601.335648148148
Afghanistan,Khash Rod,1982,843.0768229166666
Afghanistan,Hirat,1982,1240.7835533553355
Afghanistan,Shakardara,1982,1189.1180555555557
Afghanistan,Arghistan,1982,1017.0220750551877
Afghanistan,Tani,1982,2160.8020833333335
Afghanistan,Qalandar,1982,2959.027777777778
Afghanistan,Sar Hawzeh(Rawzeh),1982,1207.4876543209878
Afghanistan,Khowgiani,1982,1481.5
Afghanistan,Khamyab,1982,837.425925925926
Afghanistan,Waghaz,1982,874.8571428571429
Afghanistan,Zheray,1982,1146.7037037037037
Afghanistan,Panjab,1982,1099.375541125541
Afghanistan,Nerkh,1982,883.2608695652174
Afghanistan,Daulat Shah,1982,1196.861111111111
Afghanistan,Chahar Burjak,1982,762.0833333333334
Afghanistan,Pul-e-Hesar,1982,833.8981481481482
Afghanistan,Warsaj,1982,714.6123188405797
