country,district,year,temperature in (K)
Pakistan,Mirpur Khas,1991,301.32754707336426
Pakistan,Malakand,1991,278.0850222552264
Pakistan,Mardan,1991,295.88259506225586
Pakistan,Sukkur,1991,301.8350446065267
Pakistan,Gujranwala,1991,299.72249666849774
Pakistan,Northern Areas,1991,272.8317722138904
Pakistan,Hyderabad,1991,300.08196529812284
Pakistan,Peshawar,1991,297.22278849283856
Pakistan,Bahawalpur,1992,300.91278160942926
Pakistan,Dera Ghazi Khan,1992,299.3802087957209
Pakistan,Hazara,1992,281.8995467291938
Pakistan,Faisalabad,1992,299.2114761352539
Pakistan,Kalat,1992,295.1419254102205
Pakistan,Quetta,1992,293.59195285373266
Pakistan,Kohat,1992,295.92852105034723
Pakistan,Lahore,1992,299.1309102376302
Pakistan,Nasirabad,1992,300.300040108817
Pakistan,Sargodha,1992,298.2897239685059
Pakistan,Azad Kashmir,1992,284.29599952697754
Pakistan,F.A.T.A.,1992,290.8248863220215
Pakistan,Bannu,1992,296.2260042826335
Pakistan,Karachi,1992,298.5754674275716
Pakistan,Rawalpindi,1992,296.71634589301215
Pakistan,Larkana,1992,301.6895643870036
Pakistan,Makran,1992,297.0149707087764
Pakistan,Multan,1992,300.00396946498324
Pakistan,Zhob,1992,289.85252952575684
Pakistan,Dera Ismail Khan,1992,298.53753153483075
Pakistan,Sibi,1992,295.0584688539858
Pakistan,Mirpur Khas,1992,300.91419982910156
Pakistan,Malakand,1992,277.6662139892578
Pakistan,Mardan,1992,294.7537981669108
Pakistan,Sukkur,1992,301.60722325642905
Pakistan,Gujranwala,1992,298.3749491373698
Pakistan,Northern Areas,1992,272.78328523181733
Pakistan,Hyderabad,1992,299.95702209472654
Pakistan,Peshawar,1992,296.0081024169922
Pakistan,Bahawalpur,1993,301.8110076904297
Pakistan,Dera Ghazi Khan,1993,300.61429965857303
Pakistan,Hazara,1993,282.84189817640515
Pakistan,Faisalabad,1993,300.6853291829427
Pakistan,Kalat,1993,296.03290096082185
Pakistan,Quetta,1993,294.1297142593949
Pakistan,Kohat,1993,297.43384891086157
Pakistan,Lahore,1993,300.4527577718099
Pakistan,Nasirabad,1993,301.59751565115795
Pakistan,Sargodha,1993,299.78210627237956
Pakistan,Azad Kashmir,1993,285.34998575846356
Pakistan,F.A.T.A.,1993,292.0919558207194
Pakistan,Bannu,1993,297.7357406616211
Pakistan,Karachi,1993,299.1373112996419
Pakistan,Rawalpindi,1993,298.2648073832194
Pakistan,Larkana,1993,302.81853612263996
Pakistan,Makran,1993,297.96968474211513
Pakistan,Multan,1993,301.2684413364955
Pakistan,Zhob,1993,290.9544718000624
Pakistan,Dera Ismail Khan,1993,300.02224095662433
Pakistan,Sibi,1993,296.2139030739113
Pakistan,Mirpur Khas,1993,301.6754906972249
Pakistan,Malakand,1993,278.3769519947193
Pakistan,Mardan,1993,296.16775639851886
Pakistan,Sukkur,1993,302.36971282958984
Pakistan,Gujranwala,1993,299.77723185221356
Pakistan,Northern Areas,1993,273.07135627383275
Pakistan,Hyderabad,1993,300.6964831882053
Pakistan,Peshawar,1993,297.39761606852215
Pakistan,Bahawalpur,1994,301.22131296793617
Pakistan,Dera Ghazi Khan,1994,299.9570911291874
Pakistan,Hazara,1994,282.3159883287218
Pakistan,Faisalabad,1994,300.120854695638
Pakistan,Kalat,1994,295.4665094342148
Pakistan,Quetta,1994,294.029273280391
Pakistan,Kohat,1994,296.65875074598523
Pakistan,Lahore,1994,299.8637883504232
Pakistan,Nasirabad,1994,300.6246777489072
Pakistan,Sargodha,1994,299.2282402038574
Pakistan,Azad Kashmir,1994,284.6633834838867
Pakistan,F.A.T.A.,1994,291.5396583557129
Pakistan,Bannu,1994,297.1417401631673
Pakistan,Karachi,1994,298.9493153889974
Pakistan,Rawalpindi,1994,297.44406933254663
Pakistan,Larkana,1994,301.78567695617676
Pakistan,Makran,1994,297.6867699799714
Pakistan,Multan,1994,300.6457090831938
Pakistan,Zhob,1994,290.5416507720947
Pakistan,Dera Ismail Khan,1994,299.5615514119466
Pakistan,Sibi,1994,295.4598823829933
Pakistan,Mirpur Khas,1994,300.8417958153619
Pakistan,Malakand,1994,278.1212220368562
Pakistan,Mardan,1994,295.3150266011556
Pakistan,Sukkur,1994,301.5025217692057
Pakistan,Gujranwala,1994,299.2429542541504
Pakistan,Northern Areas,1994,272.9931084769113
Pakistan,Hyderabad,1994,300.02887183295354
Pakistan,Peshawar,1994,296.6043752034505
Pakistan,Bahawalpur,1995,301.06358846028644
Pakistan,Dera Ghazi Khan,1995,299.9229604547674
Pakistan,Hazara,1995,281.7845213148329
Pakistan,Faisalabad,1995,299.739328511556
Pakistan,Kalat,1995,295.408457170453
Pakistan,Quetta,1995,294.0229807253237
Pakistan,Kohat,1995,296.25907643636066
Pakistan,Lahore,1995,299.2950754801432
Pakistan,Nasirabad,1995,300.8526574997675
Pakistan,Sargodha,1995,298.81399993896486
Pakistan,Azad Kashmir,1995,284.22313690185547
Pakistan,F.A.T.A.,1995,291.34000701904296
Pakistan,Bannu,1995,296.8203188578288
Pakistan,Karachi,1995,298.7187042236328
Pakistan,Rawalpindi,1995,296.8384145100911
Pakistan,Larkana,1995,301.99045117696124
Pakistan,Makran,1995,297.4330327069318
Pakistan,Multan,1995,300.42740849086215
Pakistan,Zhob,1995,290.50051413642035
Pakistan,Dera Ismail Khan,1995,299.2403373718262
Pakistan,Sibi,1995,295.5893037584093
Pakistan,Mirpur Khas,1995,301.1583955552843
Pakistan,Malakand,1995,277.8130696614583
Pakistan,Mardan,1995,294.84849039713544
Pakistan,Sukkur,1995,301.60342661539715
Pakistan,Gujranwala,1995,298.5419979095459
Pakistan,Northern Areas,1995,272.4624735514323
Pakistan,Hyderabad,1995,300.10216929117837
Pakistan,Peshawar,1995,296.1611607869466
Pakistan,Bahawalpur,1996,301.2858354356554
Pakistan,Dera Ghazi Khan,1996,300.28242793227685
Pakistan,Hazara,1996,282.06217914157446
Pakistan,Faisalabad,1996,300.04268646240234
Pakistan,Kalat,1996,295.2654639126962
Pakistan,Quetta,1996,293.44800610012476
Pakistan,Kohat,1996,296.60333760579425
Pakistan,Lahore,1996,299.4748336791992
Pakistan,Nasirabad,1996,301.0174095517113
Pakistan,Sargodha,1996,299.20319010416665
Pakistan,Azad Kashmir,1996,284.56740951538086
Pakistan,F.A.T.A.,1996,291.5274175008138
Pakistan,Bannu,1996,297.1700553894043
Pakistan,Karachi,1996,298.4963150024414
Pakistan,Rawalpindi,1996,297.35516272650824
Pakistan,Larkana,1996,302.1893062591553
Pakistan,Makran,1996,297.010099057798
Pakistan,Multan,1996,300.75186629522415
Pakistan,Zhob,1996,290.5881807539198
Pakistan,Dera Ismail Khan,1996,299.6621462504069
Pakistan,Sibi,1996,295.7525357846861
Pakistan,Mirpur Khas,1996,301.22167121039496
Pakistan,Malakand,1996,277.69616840503835
Pakistan,Mardan,1996,295.26513926188153
Pakistan,Sukkur,1996,301.7720062255859
Pakistan,Gujranwala,1996,298.83513832092285
Pakistan,Northern Areas,1996,272.3540932791574
Pakistan,Hyderabad,1996,300.08805118136934
Pakistan,Peshawar,1996,296.4645080566406
Pakistan,Bahawalpur,1997,300.49048868815106
Pakistan,Dera Ghazi Khan,1997,299.40673088304925
Pakistan,Hazara,1997,282.08567979600696
Pakistan,Faisalabad,1997,299.7954142252604
Pakistan,Kalat,1997,294.97919156258564
Pakistan,Quetta,1997,293.76539258603697
Pakistan,Kohat,1997,296.6259485880534
Pakistan,Lahore,1997,299.2531997680664
Pakistan,Nasirabad,1997,299.97254725864957
Pakistan,Sargodha,1997,299.042197672526
Pakistan,Azad Kashmir,1997,284.4604434967041
Pakistan,F.A.T.A.,1997,291.1168462117513
Pakistan,Bannu,1997,296.83055750528973
Pakistan,Karachi,1997,298.2801513671875
Pakistan,Rawalpindi,1997,297.4878158569336
Pakistan,Larkana,1997,301.33487129211426
Pakistan,Makran,1997,296.77241332442674
Pakistan,Multan,1997,300.18959081740604
Pakistan,Zhob,1997,289.84824159410266
Pakistan,Dera Ismail Khan,1997,299.20589447021484
Pakistan,Sibi,1997,294.71756348786533
Pakistan,Mirpur Khas,1997,300.5626284281413
Pakistan,Malakand,1997,278.01806668882017
Pakistan,Mardan,1997,295.3154525756836
Pakistan,Sukkur,1997,301.08866526285806
Pakistan,Gujranwala,1997,298.82294209798175
Pakistan,Northern Areas,1997,272.7633979434059
Pakistan,Hyderabad,1997,299.56153293185764
Pakistan,Peshawar,1997,296.7377115885417
Pakistan,Bahawalpur,1998,301.9332989162869
Pakistan,Dera Ghazi Khan,1998,300.9790293375651
Pakistan,Hazara,1998,283.5774561564128
Pakistan,Faisalabad,1998,301.0864786783854
Pakistan,Kalat,1998,296.4789195813631
Pakistan,Quetta,1998,294.865588011565
Pakistan,Kohat,1998,297.8321889241536
Pakistan,Lahore,1998,300.69850362141926
Pakistan,Nasirabad,1998,301.96659778413317
Pakistan,Sargodha,1998,300.3035713195801
Pakistan,Azad Kashmir,1998,286.0823097229004
Pakistan,F.A.T.A.,1998,292.52060826619464
Pakistan,Bannu,1998,298.15673573811847
Pakistan,Karachi,1998,299.36169687906903
Pakistan,Rawalpindi,1998,298.74871826171875
Pakistan,Larkana,1998,303.1257432301839
Pakistan,Makran,1998,298.34452565511066
Pakistan,Multan,1998,301.5063854399182
Pakistan,Zhob,1998,291.4751264784071
Pakistan,Dera Ismail Khan,1998,300.4869893391927
Pakistan,Sibi,1998,296.6721287480107
Pakistan,Mirpur Khas,1998,301.83891699049207
Pakistan,Malakand,1998,279.18238350197123
Pakistan,Mardan,1998,296.5964469909668
Pakistan,Sukkur,1998,302.6515716552734
Pakistan,Gujranwala,1998,300.3629728953044
Pakistan,Northern Areas,1998,273.7740271432059
Pakistan,Hyderabad,1998,301.01691351996527
Pakistan,Peshawar,1998,297.86248270670575
Pakistan,Bahawalpur,1999,302.1885735405816
Pakistan,Dera Ghazi Khan,1999,301.21738480076647
Pakistan,Hazara,1999,283.66201951768664
Pakistan,Faisalabad,1999,301.63901977539064
Pakistan,Kalat,1999,296.35654683698687
Pakistan,Quetta,1999,294.86390841448747
Pakistan,Kohat,1999,298.4982215033637
Pakistan,Lahore,1999,301.5161687215169
Pakistan,Nasirabad,1999,302.02235739571705
Pakistan,Sargodha,1999,300.88832880655923
Pakistan,Azad Kashmir,1999,286.4458548227946
Pakistan,F.A.T.A.,1999,292.9703539530436
Pakistan,Bannu,1999,298.7593282063802
Pakistan,Karachi,1999,299.05931599934894
Pakistan,Rawalpindi,1999,299.5567576090495
Pakistan,Larkana,1999,303.02636337280273
Pakistan,Makran,1999,298.03174746478044
Pakistan,Multan,1999,301.9124490647089
Pakistan,Zhob,1999,291.77407942877875
Pakistan,Dera Ismail Khan,1999,300.9467010498047
Pakistan,Sibi,1999,296.8109639485677
Pakistan,Mirpur Khas,1999,301.656238132053
Pakistan,Malakand,1999,278.82083468967016
Pakistan,Mardan,1999,297.25042215983075
Pakistan,Sukkur,1999,302.4349774678548
Pakistan,Gujranwala,1999,301.1649627685547
Pakistan,Northern Areas,1999,273.3589844476609
Pakistan,Hyderabad,1999,300.6684122721354
Pakistan,Peshawar,1999,298.5093765258789
Pakistan,Bahawalpur,2000,301.91523505316843
Pakistan,Dera Ghazi Khan,2000,301.073173754143
Pakistan,Hazara,2000,283.40585157606336
Pakistan,Faisalabad,2000,301.2199686686198
Pakistan,Kalat,2000,296.3777764972888
Pakistan,Quetta,2000,294.84807572541416
Pakistan,Kohat,2000,298.30646345350476
Pakistan,Lahore,2000,300.9630157470703
Pakistan,Nasirabad,2000,302.02473922002883
Pakistan,Sargodha,2000,300.47959467569984
Pakistan,Azad Kashmir,2000,286.08442370096844
Pakistan,F.A.T.A.,2000,292.8740837097168
Pakistan,Bannu,2000,298.5176709493001
Pakistan,Karachi,2000,298.74564870198566
Pakistan,Rawalpindi,2000,299.2071113586426
Pakistan,Larkana,2000,302.9338855743408
Pakistan,Makran,2000,298.0221248202854
Pakistan,Multan,2000,301.6020460582915
Pakistan,Zhob,2000,291.8228068881565
Pakistan,Dera Ismail Khan,2000,300.6974792480469
Pakistan,Sibi,2000,296.8839467366536
Pakistan,Mirpur Khas,2000,301.4292532602946
Pakistan,Malakand,2000,278.8563766479492
Pakistan,Mardan,2000,297.09599685668945
Pakistan,Sukkur,2000,302.18808771769204
Pakistan,Gujranwala,2000,300.4622046152751
Pakistan,Northern Areas,2000,273.1482445853097
Pakistan,Hyderabad,2000,300.39910990397135
Pakistan,Peshawar,2000,298.3882319132487
Pakistan,Bahawalpur,2001,301.83504401312933
Pakistan,Dera Ghazi Khan,2001,300.9667642766779
Pakistan,Hazara,2001,283.6490656534831
Pakistan,Faisalabad,2001,300.9116668701172
Pakistan,Kalat,2001,296.5398973163806
Pakistan,Quetta,2001,295.36717662104854
Pakistan,Kohat,2001,298.1520360310872
Pakistan,Lahore,2001,300.67016550699867
Pakistan,Nasirabad,2001,302.0408416021438
Pakistan,Sargodha,2001,300.111222076416
Pakistan,Azad Kashmir,2001,286.0926863352458
Pakistan,F.A.T.A.,2001,293.0273722330729
Pakistan,Bannu,2001,298.40640513102215
Pakistan,Karachi,2001,298.9264856974284
Pakistan,Rawalpindi,2001,298.84683269924585
Pakistan,Larkana,2001,302.8999315897624
Pakistan,Makran,2001,298.1087824503581
Pakistan,Multan,2001,301.4502476283482
Pakistan,Zhob,2001,291.9627922905816
Pakistan,Dera Ismail Khan,2001,300.4794858296712
Pakistan,Sibi,2001,296.8703000103986
Pakistan,Mirpur Khas,2001,301.47132809956867
Pakistan,Malakand,2001,279.18867633960866
Pakistan,Mardan,2001,296.9970308939616
Pakistan,Sukkur,2001,302.26776529947915
Pakistan,Gujranwala,2001,300.03381601969403
Pakistan,Northern Areas,2001,273.51382518949964
Pakistan,Hyderabad,2001,300.4930023193359
Pakistan,Peshawar,2001,298.3092498779297
Pakistan,Bahawalpur,2002,302.2986514621311
Pakistan,Dera Ghazi Khan,2002,301.3120107939749
Pakistan,Hazara,2002,283.58147515190973
Pakistan,Faisalabad,2002,301.46813201904297
Pakistan,Kalat,2002,296.28748482152037
Pakistan,Quetta,2002,294.89050420125324
Pakistan,Kohat,2002,298.1410547892253
Pakistan,Lahore,2002,301.34047139485676
Pakistan,Nasirabad,2002,301.94610595703125
Pakistan,Sargodha,2002,300.5538828531901
Pakistan,Azad Kashmir,2002,286.18970425923663
Pakistan,F.A.T.A.,2002,292.7896364847819
Pakistan,Bannu,2002,298.450501759847
Pakistan,Karachi,2002,298.6356608072917
Pakistan,Rawalpindi,2002,299.17793613009985
Pakistan,Larkana,2002,302.8436272939046
Pakistan,Makran,2002,297.8672437314634
Pakistan,Multan,2002,301.9752037411644
Pakistan,Zhob,2002,291.73448922899036
Pakistan,Dera Ismail Khan,2002,300.73220443725586
Pakistan,Sibi,2002,296.88086785210504
Pakistan,Mirpur Khas,2002,301.56120575798883
Pakistan,Malakand,2002,278.9712942617911
Pakistan,Mardan,2002,297.0652224222819
Pakistan,Sukkur,2002,302.22950007120767
Pakistan,Gujranwala,2002,300.78081766764325
Pakistan,Northern Areas,2002,273.3801087878999
Pakistan,Hyderabad,2002,300.31731703016493
Pakistan,Peshawar,2002,298.1641260782878
Pakistan,Bahawalpur,2003,301.38731604682073
Pakistan,Dera Ghazi Khan,2003,300.45951889500475
Pakistan,Hazara,2003,282.55562125311957
Pakistan,Faisalabad,2003,300.3716445922852
Pakistan,Kalat,2003,295.933989608497
Pakistan,Quetta,2003,294.5368273699725
Pakistan,Kohat,2003,297.1447584364149
Pakistan,Lahore,2003,299.9626724243164
Pakistan,Nasirabad,2003,301.06695048014325
Pakistan,Sargodha,2003,299.4941856384277
Pakistan,Azad Kashmir,2003,285.00477600097656
Pakistan,F.A.T.A.,2003,292.0522715250651
Pakistan,Bannu,2003,297.66105397542316
Pakistan,Karachi,2003,298.87196858723956
Pakistan,Rawalpindi,2003,297.71999571058484
Pakistan,Larkana,2003,302.1556402842204
Pakistan,Makran,2003,297.61107310542354
Pakistan,Multan,2003,301.0229281470889
Pakistan,Zhob,2003,291.0636798010932
Pakistan,Dera Ismail Khan,2003,299.980463663737
Pakistan,Sibi,2003,296.0012396353263
Pakistan,Mirpur Khas,2003,300.69404390123157
Pakistan,Malakand,2003,278.3356063277633
Pakistan,Mardan,2003,295.6467819213867
Pakistan,Sukkur,2003,301.64417419433596
Pakistan,Gujranwala,2003,299.19996643066406
Pakistan,Northern Areas,2003,272.78074754987443
Pakistan,Hyderabad,2003,300.0810375637478
Pakistan,Peshawar,2003,297.03641001383465
Pakistan,Bahawalpur,2004,302.36914215087893
Pakistan,Dera Ghazi Khan,2004,301.37335228197503
Pakistan,Hazara,2004,283.7675721910265
Pakistan,Faisalabad,2004,301.42129770914715
Pakistan,Kalat,2004,296.64033066598995
Pakistan,Quetta,2004,295.18620766533746
Pakistan,Kohat,2004,298.37903679741754
Pakistan,Lahore,2004,301.11985371907554
Pakistan,Nasirabad,2004,302.00535765148345
Pakistan,Sargodha,2004,300.57789179484047
Pakistan,Azad Kashmir,2004,286.2047297159831
Pakistan,F.A.T.A.,2004,293.0550046284994
Pakistan,Bannu,2004,298.6405487060547
Pakistan,Karachi,2004,298.9328435262044
Pakistan,Rawalpindi,2004,299.10365846421985
Pakistan,Larkana,2004,302.93300755818683
Pakistan,Makran,2004,298.29088196931065
Pakistan,Multan,2004,301.9750311715262
Pakistan,Zhob,2004,291.97783279418945
Pakistan,Dera Ismail Khan,2004,300.8950055440267
Pakistan,Sibi,2004,296.9287417376483
Pakistan,Mirpur Khas,2004,301.59174897935657
Pakistan,Malakand,2004,279.3525919031214
Pakistan,Mardan,2004,297.09717051188153
Pakistan,Sukkur,2004,302.4663261413574
Pakistan,Gujranwala,2004,300.43492952982587
Pakistan,Northern Areas,2004,273.6444814772833
Pakistan,Hyderabad,2004,300.5766899956597
Pakistan,Peshawar,2004,298.44450124104816
Pakistan,Bahawalpur,2005,300.96802792019315
Pakistan,Dera Ghazi Khan,2005,299.8634650490501
Pakistan,Hazara,2005,282.27936299641925
Pakistan,Faisalabad,2005,299.69627685546874
Pakistan,Kalat,2005,295.34270885534454
Pakistan,Quetta,2005,293.7912021213108
Pakistan,Kohat,2005,296.4931174384223
Pakistan,Lahore,2005,299.4660664876302
Pakistan,Nasirabad,2005,300.6402398972284
Pakistan,Sargodha,2005,298.81397959391273
Pakistan,Azad Kashmir,2005,284.74388885498047
Pakistan,F.A.T.A.,2005,291.35356318155925
Pakistan,Bannu,2005,296.8124059041341
Pakistan,Karachi,2005,298.62810770670575
Pakistan,Rawalpindi,2005,297.1859113905165
Pakistan,Larkana,2005,301.85556093851727
Pakistan,Makran,2005,297.21378792656793
Pakistan,Multan,2005,300.39976901099794
Pakistan,Zhob,2005,290.34958415561255
Pakistan,Dera Ismail Khan,2005,299.13312276204425
Pakistan,Sibi,2005,295.45961704960575
Pakistan,Mirpur Khas,2005,300.9866551293267
Pakistan,Malakand,2005,277.8388690242061
Pakistan,Mardan,2005,295.322203318278
Pakistan,Sukkur,2005,301.62748794555665
Pakistan,Gujranwala,2005,298.9405771891276
Pakistan,Northern Areas,2005,272.545401436942
Pakistan,Hyderabad,2005,299.96974419487844
Pakistan,Peshawar,2005,296.5909881591797
Pakistan,Bahawalpur,2006,301.6125786675347
Pakistan,Dera Ghazi Khan,2006,300.7174167055072
Pakistan,Hazara,2006,282.75302081637915
Pakistan,Faisalabad,2006,300.363926188151
Pakistan,Kalat,2006,296.3523766367059
Pakistan,Quetta,2006,295.1716821458605
Pakistan,Kohat,2006,296.9400566948785
Pakistan,Lahore,2006,299.95445556640624
Pakistan,Nasirabad,2006,301.57257588704425
Pakistan,Sargodha,2006,299.3723976135254
Pakistan,Azad Kashmir,2006,285.3166421254476
Pakistan,F.A.T.A.,2006,292.1575073242187
Pakistan,Bannu,2006,297.5983149210612
Pakistan,Karachi,2006,298.55426025390625
Pakistan,Rawalpindi,2006,297.47540452745227
Pakistan,Larkana,2006,302.6054331461589
Pakistan,Makran,2006,297.98858882762767
Pakistan,Multan,2006,301.2311288742792
Pakistan,Zhob,2006,291.4843114217122
Pakistan,Dera Ismail Khan,2006,300.07065455118817
Pakistan,Sibi,2006,296.47131375913267
Pakistan,Mirpur Khas,2006,300.7301828596327
Pakistan,Malakand,2006,278.45835057011357
Pakistan,Mardan,2006,295.6166000366211
Pakistan,Sukkur,2006,301.9232312520345
Pakistan,Gujranwala,2006,299.1626949310303
Pakistan,Northern Areas,2006,273.0080446515764
Pakistan,Hyderabad,2006,299.9244077894423
Pakistan,Peshawar,2006,296.8530019124349
Pakistan,Bahawalpur,2007,301.6646043565538
Pakistan,Dera Ghazi Khan,2007,300.54026632597953
Pakistan,Hazara,2007,282.9133809407552
Pakistan,Faisalabad,2007,300.22796122233075
Pakistan,Kalat,2007,295.7597510354561
Pakistan,Quetta,2007,294.19311226738824
Pakistan,Kohat,2007,296.84772321912976
Pakistan,Lahore,2007,300.08670298258465
Pakistan,Nasirabad,2007,301.14149584089006
Pakistan,Sargodha,2007,299.1737762451172
Pakistan,Azad Kashmir,2007,285.4450391133626
Pakistan,F.A.T.A.,2007,292.06038462320964
Pakistan,Bannu,2007,297.4451268513997
Pakistan,Karachi,2007,299.08878835042316
Pakistan,Rawalpindi,2007,297.4054946899414
Pakistan,Larkana,2007,302.2387866973877
Pakistan,Makran,2007,297.5548720183196
Pakistan,Multan,2007,301.12411353701634
Pakistan,Zhob,2007,291.0201519860162
Pakistan,Dera Ismail Khan,2007,299.73570251464844
Pakistan,Sibi,2007,296.07164764404297
Pakistan,Mirpur Khas,2007,301.25348472595215
Pakistan,Malakand,2007,278.5012067159017
Pakistan,Mardan,2007,295.70934804280597
Pakistan,Sukkur,2007,301.95120391845705
Pakistan,Gujranwala,2007,299.17529487609863
Pakistan,Northern Areas,2007,273.2722587585449
Pakistan,Hyderabad,2007,300.24385511610245
Pakistan,Peshawar,2007,296.82349395751953
Pakistan,Bahawalpur,2008,301.391768222385
Pakistan,Dera Ghazi Khan,2008,300.4500961303711
Pakistan,Hazara,2008,282.39748043484155
Pakistan,Faisalabad,2008,300.25450693766277
Pakistan,Kalat,2008,295.7719418709738
Pakistan,Quetta,2008,294.4939949600785
Pakistan,Kohat,2008,296.9964141845703
Pakistan,Lahore,2008,299.6896469116211
Pakistan,Nasirabad,2008,301.1332085019066
Pakistan,Sargodha,2008,299.3159764607747
Pakistan,Azad Kashmir,2008,284.9768975575765
Pakistan,F.A.T.A.,2008,291.9598528544108
Pakistan,Bannu,2008,297.406063079834
Pakistan,Karachi,2008,298.33097076416016
Pakistan,Rawalpindi,2008,297.586902194553
Pakistan,Larkana,2008,302.0909595489502
Pakistan,Makran,2008,297.320374806722
Pakistan,Multan,2008,301.0457396734329
Pakistan,Zhob,2008,291.1244714525011
Pakistan,Dera Ismail Khan,2008,299.7302894592285
Pakistan,Sibi,2008,296.11072709825305
Pakistan,Mirpur Khas,2008,300.8319254981147
Pakistan,Malakand,2008,278.2325387177644
Pakistan,Mardan,2008,295.5824394226074
Pakistan,Sukkur,2008,301.56059036254885
Pakistan,Gujranwala,2008,299.03866449991864
Pakistan,Northern Areas,2008,272.70569156465075
Pakistan,Hyderabad,2008,299.7515157063802
Pakistan,Peshawar,2008,296.92938232421875
Pakistan,Bahawalpur,2009,301.71070098876953
Pakistan,Dera Ghazi Khan,2009,300.6102549235026
Pakistan,Hazara,2009,282.28374523586695
Pakistan,Faisalabad,2009,300.59135284423826
Pakistan,Kalat,2009,296.33518526846905
Pakistan,Quetta,2009,294.86401663886176
Pakistan,Kohat,2009,297.1230002509223
Pakistan,Lahore,2009,300.4349741617838
Pakistan,Nasirabad,2009,301.36727323986236
Pakistan,Sargodha,2009,299.6265525817871
Pakistan,Azad Kashmir,2009,285.0907662709554
Pakistan,F.A.T.A.,2009,291.75909322102865
Pakistan,Bannu,2009,297.3612518310547
Pakistan,Karachi,2009,299.1213633219401
Pakistan,Rawalpindi,2009,298.0492418077257
Pakistan,Larkana,2009,302.46406173706055
Pakistan,Makran,2009,298.3544451395671
Pakistan,Multan,2009,301.20897202264695
Pakistan,Zhob,2009,291.1300103929308
Pakistan,Dera Ismail Khan,2009,299.8620961507161
Pakistan,Sibi,2009,296.25187033194084
Pakistan,Mirpur Khas,2009,301.3611732059055
Pakistan,Malakand,2009,277.57014606617116
Pakistan,Mardan,2009,295.8503023783366
Pakistan,Sukkur,2009,302.15471267700195
Pakistan,Gujranwala,2009,299.916940053304
Pakistan,Northern Areas,2009,271.8716158185686
Pakistan,Hyderabad,2009,300.369777086046
Pakistan,Peshawar,2009,297.0695546468099
Pakistan,Bahawalpur,2010,301.97184075249567
Pakistan,Dera Ghazi Khan,2010,300.8550532947887
Pakistan,Hazara,2010,283.19246673583984
Pakistan,Faisalabad,2010,300.62608642578124
Pakistan,Kalat,2010,296.46322866071733
Pakistan,Quetta,2010,295.255132039388
Pakistan,Kohat,2010,297.2971182929145
Pakistan,Lahore,2010,300.3982727050781
Pakistan,Nasirabad,2010,301.79677327473956
Pakistan,Sargodha,2010,299.5578244527181
Pakistan,Azad Kashmir,2010,285.7759373982747
Pakistan,F.A.T.A.,2010,292.31768061319985
Pakistan,Bannu,2010,297.4800224304199
Pakistan,Karachi,2010,299.09303029378253
Pakistan,Rawalpindi,2010,298.1071179707845
Pakistan,Larkana,2010,302.8545850118001
Pakistan,Makran,2010,298.03626406634294
Pakistan,Multan,2010,301.5057115100679
Pakistan,Zhob,2010,291.64541774325903
Pakistan,Dera Ismail Khan,2010,299.7653986612956
Pakistan,Sibi,2010,296.71057609275533
Pakistan,Mirpur Khas,2010,301.2614606221517
Pakistan,Malakand,2010,278.6582972208659
Pakistan,Mardan,2010,296.1763966878255
Pakistan,Sukkur,2010,302.30323689778646
Pakistan,Gujranwala,2010,299.58567810058594
Pakistan,Northern Areas,2010,273.1749500093006
Pakistan,Hyderabad,2010,300.4474855211046
Pakistan,Peshawar,2010,297.3620147705078
Pakistan,Bahawalpur,2011,301.2539221869575
Pakistan,Dera Ghazi Khan,2011,300.28231857762194
Pakistan,Hazara,2011,282.6992458767361
Pakistan,Faisalabad,2011,299.88255411783854
Pakistan,Kalat,2011,296.0826751307437
Pakistan,Quetta,2011,295.0778973897298
Pakistan,Kohat,2011,296.6707780626085
Pakistan,Lahore,2011,299.62252146402994
Pakistan,Nasirabad,2011,301.06250944591704
Pakistan,Sargodha,2011,298.892783610026
Pakistan,Azad Kashmir,2011,285.10818099975586
Pakistan,F.A.T.A.,2011,291.7688415527344
Pakistan,Bannu,2011,296.9524612426758
Pakistan,Karachi,2011,298.7544301350911
Pakistan,Rawalpindi,2011,297.4140107896593
Pakistan,Larkana,2011,301.9904670715332
Pakistan,Makran,2011,297.8013212415907
Pakistan,Multan,2011,300.86484781901044
Pakistan,Zhob,2011,291.2840415106879
Pakistan,Dera Ismail Khan,2011,299.49794896443683
Pakistan,Sibi,2011,296.0837509720414
Pakistan,Mirpur Khas,2011,300.6486879984538
Pakistan,Malakand,2011,278.37152693006726
Pakistan,Mardan,2011,295.5347785949707
Pakistan,Sukkur,2011,301.46039861043295
Pakistan,Gujranwala,2011,298.9689407348633
Pakistan,Northern Areas,2011,273.0746892293294
Pakistan,Hyderabad,2011,299.8255496554905
Pakistan,Peshawar,2011,296.7810694376628
Pakistan,Bahawalpur,2012,300.5212331136068
Pakistan,Dera Ghazi Khan,2012,299.4551992705374
Pakistan,Hazara,2012,281.8435236612956
Pakistan,Faisalabad,2012,299.5212137858073
Pakistan,Kalat,2012,295.39384353369996
Pakistan,Quetta,2012,293.9316065752948
Pakistan,Kohat,2012,295.81126403808594
Pakistan,Lahore,2012,299.42300669352215
Pakistan,Nasirabad,2012,300.317500886463
