country,district,year,PRECTOTLAND kg m-2 s-1
Pakistan,Sargodha,1981,1.9162941900100843e-05
Pakistan,Rawalpindi,1981,3.138791782842434e-05
Pakistan,Sibi,1981,7.600239367409018e-06
Pakistan,Gujranwala,1981,3.0370272197340136e-05
Pakistan,Northern Areas,1981,1.1570663121274974e-05
Pakistan,Dera Ismail Khan,1981,1.0854950119694267e-05
Pakistan,Mirpur Khas,1981,9.429323009055734e-06
Pakistan,Mardan,1981,2.2404429108617736e-05
Pakistan,Malakand,1981,1.4895725444194793e-05
Pakistan,Quetta,1981,3.1281523315875643e-06
Pakistan,F.A.T.A.,1981,1.098449483859931e-05
Pakistan,Larkana,1981,4.951172801389611e-06
Pakistan,Nasirabad,1981,5.77883861207331e-06
Pakistan,Karachi,1981,6.2352408667537355e-06
Pakistan,Kohat,1981,1.61869718923239e-05
Pakistan,Multan,1981,1.1480626404550877e-05
Pakistan,Kalat,1981,4.5950557895176065e-06
Pakistan,Hazara,1981,2.544508758074813e-05
Pakistan,Hyderabad,1981,6.385663581008619e-06
Pakistan,Zhob,1981,9.322673291646077e-06
Pakistan,Bannu,1981,1.0974490166463462e-05
Pakistan,Azad Kashmir,1981,3.3867067195571155e-05
Pakistan,Dera Ghazi Khan,1981,9.65873551834386e-06
Pakistan,Bahawalpur,1981,9.893965053943281e-06
Pakistan,Peshawar,1981,1.5438644381063215e-05
Pakistan,Makran,1981,2.119157119161287e-06
Pakistan,Faisalabad,1981,1.7653351835335787e-05
Pakistan,Lahore,1982,2.218043934459592e-05
Pakistan,Sukkur,1982,4.2603311763869265e-06
Pakistan,Sargodha,1982,2.2122917910731747e-05
Pakistan,Rawalpindi,1982,3.503070591712954e-05
Pakistan,Sibi,1982,1.690620043420789e-05
Pakistan,Gujranwala,1982,3.457759804709285e-05
Pakistan,Northern Areas,1982,1.1101551199091933e-05
Pakistan,Dera Ismail Khan,1982,1.899522765774374e-05
Pakistan,Mirpur Khas,1982,5.237127045059178e-06
Pakistan,Mardan,1982,2.8013395550222548e-05
Pakistan,Malakand,1982,2.2505993023553976e-05
Pakistan,Quetta,1982,9.474827628261098e-06
Pakistan,F.A.T.A.,1982,1.839938367657528e-05
Pakistan,Larkana,1982,6.061336902251597e-06
Pakistan,Nasirabad,1982,1.08252971460868e-05
Pakistan,Karachi,1982,6.440880350685675e-06
Pakistan,Kohat,1982,2.1561420928227128e-05
Pakistan,Multan,1982,1.0612429009908606e-05
Pakistan,Kalat,1982,1.1622391977024352e-05
Pakistan,Hazara,1982,3.0271182091901154e-05
Pakistan,Hyderabad,1982,4.688288538678394e-06
Pakistan,Zhob,1982,2.1169452736371894e-05
Pakistan,Bannu,1982,1.851336232561179e-05
Pakistan,Azad Kashmir,1982,4.013533369671048e-05
Pakistan,Dera Ghazi Khan,1982,1.3404516062918867e-05
Pakistan,Bahawalpur,1982,9.61756581419588e-06
Pakistan,Peshawar,1982,2.161950183778633e-05
Pakistan,Makran,1982,8.48182832037299e-06
Pakistan,Faisalabad,1982,1.725747843285592e-05
Pakistan,Lahore,1983,1.1929712884837124e-05
Pakistan,Sukkur,1983,3.699102134012863e-06
Pakistan,Sargodha,1983,1.5193125306964598e-05
Pakistan,Rawalpindi,1983,3.106888265620844e-05
Pakistan,Sibi,1983,9.550748169671886e-06
Pakistan,Gujranwala,1983,2.4209376767256525e-05
Pakistan,Northern Areas,1983,8.822041393091118e-06
Pakistan,Dera Ismail Khan,1983,1.1170221992588518e-05
Pakistan,Mirpur Khas,1983,6.280213774718722e-06
Pakistan,Mardan,1983,2.5716287591131555e-05
Pakistan,Malakand,1983,1.2698248169449257e-05
Pakistan,Quetta,1983,7.710624217367744e-06
Pakistan,F.A.T.A.,1983,1.3086826987378813e-05
Pakistan,Larkana,1983,3.3806289622683406e-06
Pakistan,Nasirabad,1983,6.344578927465766e-06
Pakistan,Karachi,1983,6.0943037837783455e-06
Pakistan,Kohat,1983,1.960828317837504e-05
Pakistan,Multan,1983,7.534641175952031e-06
Pakistan,Kalat,1983,6.280094554145169e-06
Pakistan,Hazara,1983,2.521936626526953e-05
Pakistan,Hyderabad,1983,5.729155605000199e-06
Pakistan,Zhob,1983,1.1105390675078979e-05
Pakistan,Bannu,1983,1.3389864363770808e-05
Pakistan,Azad Kashmir,1983,3.509675746704047e-05
Pakistan,Dera Ghazi Khan,1983,6.804881057837398e-06
Pakistan,Bahawalpur,1983,5.919588968353632e-06
Pakistan,Peshawar,1983,2.0666704977559326e-05
Pakistan,Makran,1983,3.093864786800935e-06
Pakistan,Faisalabad,1983,1.1287276000021236e-05
Pakistan,Lahore,1984,1.5848796039638156e-05
Pakistan,Sukkur,1984,2.178482271693893e-06
Pakistan,Sargodha,1984,1.0186463336578622e-05
Pakistan,Rawalpindi,1984,2.207386034463886e-05
Pakistan,Sibi,1984,7.209070088725819e-06
Pakistan,Gujranwala,1984,2.3920060441417684e-05
Pakistan,Northern Areas,1984,6.850260269427554e-06
Pakistan,Dera Ismail Khan,1984,9.534258950570173e-06
Pakistan,Mirpur Khas,1984,4.185184905683326e-06
Pakistan,Mardan,1984,1.752914280512268e-05
Pakistan,Malakand,1984,1.084923591594146e-05
Pakistan,Quetta,1984,2.6162909538386155e-06
Pakistan,F.A.T.A.,1984,9.247820154531952e-06
Pakistan,Larkana,1984,2.224321759702658e-06
Pakistan,Nasirabad,1984,3.4286187891978664e-06
Pakistan,Karachi,1984,2.1085419530278257e-06
Pakistan,Kohat,1984,1.1695057969407033e-05
Pakistan,Multan,1984,5.484502581243728e-06
Pakistan,Kalat,1984,3.7438212908800384e-06
Pakistan,Hazara,1984,2.0421818945437038e-05
Pakistan,Hyderabad,1984,2.335401268967477e-06
Pakistan,Zhob,1984,9.121651553712004e-06
Pakistan,Bannu,1984,9.820703588774044e-06
Pakistan,Azad Kashmir,1984,2.5722794898266837e-05
Pakistan,Dera Ghazi Khan,1984,7.541110794166717e-06
Pakistan,Bahawalpur,1984,4.908013764049267e-06
Pakistan,Peshawar,1984,1.103588672757907e-05
Pakistan,Makran,1984,5.763022760559551e-06
Pakistan,Faisalabad,1984,7.89132866411806e-06
Pakistan,Lahore,1985,1.563809910497741e-05
Pakistan,Sukkur,1985,2.4628244865565507e-06
Pakistan,Sargodha,1985,1.1897213561910359e-05
Pakistan,Rawalpindi,1985,1.930168034813646e-05
Pakistan,Sibi,1985,4.686118484929192e-06
Pakistan,Gujranwala,1985,2.175029736354969e-05
Pakistan,Northern Areas,1985,5.863762947516523e-06
Pakistan,Dera Ismail Khan,1985,4.507007626267081e-06
Pakistan,Mirpur Khas,1985,3.7735699132715247e-06
Pakistan,Mardan,1985,1.4586856267502241e-05
Pakistan,Malakand,1985,8.216765031832045e-06
Pakistan,Quetta,1985,2.2447219115488336e-06
Pakistan,F.A.T.A.,1985,5.9093538983743665e-06
Pakistan,Larkana,1985,3.0135498170569534e-06
Pakistan,Nasirabad,1985,3.700909342681034e-06
Pakistan,Karachi,1985,4.740986244240546e-06
Pakistan,Kohat,1985,1.1775708467602069e-05
Pakistan,Multan,1985,5.611204304848451e-06
Pakistan,Kalat,1985,3.5897972372958304e-06
Pakistan,Hazara,1985,1.4400123016159253e-05
Pakistan,Hyderabad,1985,4.377911567910575e-06
Pakistan,Zhob,1985,3.6703592251427007e-06
Pakistan,Bannu,1985,6.981555214160722e-06
Pakistan,Azad Kashmir,1985,1.976605774112342e-05
Pakistan,Dera Ghazi Khan,1985,5.117465227840447e-06
Pakistan,Bahawalpur,1985,3.564797819582192e-06
Pakistan,Peshawar,1985,1.1803503222076299e-05
Pakistan,Makran,1985,1.2514735327368737e-06
Pakistan,Faisalabad,1985,1.0775340790914759e-05
Pakistan,Lahore,1986,1.5164840800410216e-05
Pakistan,Sukkur,1986,2.050824735686194e-06
Pakistan,Sargodha,1986,1.3710869507921214e-05
Pakistan,Rawalpindi,1986,2.5770985121664956e-05
Pakistan,Sibi,1986,5.14871030288732e-06
Pakistan,Gujranwala,1986,2.5490518836168806e-05
Pakistan,Northern Areas,1986,9.932918905479371e-06
Pakistan,Dera Ismail Khan,1986,7.3443374626383e-06
Pakistan,Mirpur Khas,1986,2.573049345110901e-06
Pakistan,Mardan,1986,2.3048203702034685e-05
Pakistan,Malakand,1986,1.390794462819073e-05
Pakistan,Quetta,1986,3.4898166651795627e-06
Pakistan,F.A.T.A.,1986,9.873133276554105e-06
Pakistan,Larkana,1986,2.7161499722757373e-06
Pakistan,Nasirabad,1986,4.945445133936656e-06
Pakistan,Karachi,1986,2.392195150806517e-06
Pakistan,Kohat,1986,1.6443324834833855e-05
Pakistan,Multan,1986,7.571596365952268e-06
Pakistan,Kalat,1986,4.562882072130078e-06
Pakistan,Hazara,1986,2.44836275444255e-05
Pakistan,Hyderabad,1986,3.3918653577449575e-06
Pakistan,Zhob,1986,3.960964737171699e-06
Pakistan,Bannu,1986,1.0786992683602214e-05
Pakistan,Azad Kashmir,1986,3.370205080846627e-05
Pakistan,Dera Ghazi Khan,1986,5.157253589822665e-06
Pakistan,Bahawalpur,1986,4.4601623639947776e-06
Pakistan,Peshawar,1986,1.8461472669204603e-05
Pakistan,Makran,1986,4.3498839634548025e-06
Pakistan,Faisalabad,1986,1.1773335414043154e-05
Pakistan,Lahore,1987,8.902553051742993e-06
Pakistan,Sukkur,1987,4.605055314187637e-07
Pakistan,Sargodha,1987,6.764009872384796e-06
Pakistan,Rawalpindi,1987,1.3826998273951854e-05
Pakistan,Sibi,1987,4.22734379735417e-06
Pakistan,Gujranwala,1987,1.4039000617538729e-05
Pakistan,Northern Areas,1987,8.198897436808664e-06
Pakistan,Dera Ismail Khan,1987,4.185310000185955e-06
Pakistan,Mirpur Khas,1987,4.202885375763517e-07
Pakistan,Mardan,1987,1.125504057439589e-05
Pakistan,Malakand,1987,8.121388377941709e-06
Pakistan,Quetta,1987,1.8571605527164582e-06
Pakistan,F.A.T.A.,1987,6.096025349610112e-06
Pakistan,Larkana,1987,1.6981417039182973e-06
Pakistan,Nasirabad,1987,2.834651978030334e-06
Pakistan,Karachi,1987,2.445119361075931e-07
Pakistan,Kohat,1987,8.563089197288938e-06
Pakistan,Multan,1987,3.966308296554652e-06
Pakistan,Kalat,1987,3.024916555464287e-06
Pakistan,Hazara,1987,1.3684929269352856e-05
Pakistan,Hyderabad,1987,4.741070806967234e-07
Pakistan,Zhob,1987,4.8340526370458415e-06
Pakistan,Bannu,1987,6.080466983863868e-06
Pakistan,Azad Kashmir,1987,1.9857395578694285e-05
Pakistan,Dera Ghazi Khan,1987,4.425140484108764e-06
Pakistan,Bahawalpur,1987,2.8484763974512345e-06
Pakistan,Peshawar,1987,8.966037477426783e-06
Pakistan,Makran,1987,1.780916590512721e-06
Pakistan,Faisalabad,1987,5.737800939606481e-06
Pakistan,Lahore,1988,1.4706051111598021e-05
Pakistan,Sukkur,1988,2.6571282532689065e-06
Pakistan,Sargodha,1988,8.739737525400397e-06
Pakistan,Rawalpindi,1988,2.0516019220939833e-05
Pakistan,Sibi,1988,4.809224501877629e-06
Pakistan,Gujranwala,1988,2.2695925256253002e-05
Pakistan,Northern Areas,1988,8.67206904676412e-06
Pakistan,Dera Ismail Khan,1988,4.113208579290738e-06
Pakistan,Mirpur Khas,1988,5.4482612967157346e-06
Pakistan,Mardan,1988,1.3845327416560222e-05
Pakistan,Malakand,1988,8.692477684491025e-06
Pakistan,Quetta,1988,2.8008620021971873e-06
Pakistan,F.A.T.A.,1988,6.452910839451069e-06
Pakistan,Larkana,1988,3.6931267080918113e-06
Pakistan,Nasirabad,1988,4.595067508409668e-06
Pakistan,Karachi,1988,4.587220756805363e-06
Pakistan,Kohat,1988,9.40803319529191e-06
Pakistan,Multan,1988,4.4164651949774884e-06
Pakistan,Kalat,1988,5.831147524341674e-06
Pakistan,Hazara,1988,1.909409533197262e-05
Pakistan,Hyderabad,1988,4.834951351972192e-06
Pakistan,Zhob,1988,5.2559112874896e-06
Pakistan,Bannu,1988,6.011787183527834e-06
Pakistan,Azad Kashmir,1988,2.8712577054426204e-05
Pakistan,Dera Ghazi Khan,1988,4.149800482171878e-06
Pakistan,Bahawalpur,1988,4.0186593370602346e-06
Pakistan,Peshawar,1988,9.411564640690456e-06
Pakistan,Makran,1988,2.3470934590908524e-06
Pakistan,Faisalabad,1988,7.522624860375204e-06
Pakistan,Lahore,1989,9.708367636653084e-06
Pakistan,Sukkur,1989,2.293411833025804e-06
Pakistan,Sargodha,1989,1.0080690970715581e-05
Pakistan,Rawalpindi,1989,1.7151505232383855e-05
Pakistan,Sibi,1989,6.287264899088774e-06
Pakistan,Gujranwala,1989,1.530962486224471e-05
Pakistan,Northern Areas,1989,7.211722785548582e-06
Pakistan,Dera Ismail Khan,1989,6.51114521054561e-06
Pakistan,Mirpur Khas,1989,4.961655220661096e-06
Pakistan,Mardan,1989,1.3108703735253733e-05
Pakistan,Malakand,1989,8.969868167014234e-06
Pakistan,Quetta,1989,2.2048329058973042e-06
Pakistan,F.A.T.A.,1989,7.843684857244013e-06
Pakistan,Larkana,1989,3.4451334447748014e-06
Pakistan,Nasirabad,1989,4.723096679883579e-06
Pakistan,Karachi,1989,2.7994770886982177e-06
Pakistan,Kohat,1989,1.0547566684066455e-05
Pakistan,Multan,1989,4.651195397070425e-06
Pakistan,Kalat,1989,3.4711421235550917e-06
Pakistan,Hazara,1989,1.5886110726369534e-05
Pakistan,Hyderabad,1989,4.0187299147840595e-06
Pakistan,Zhob,1989,5.67106272333841e-06
Pakistan,Bannu,1989,8.915947435723734e-06
Pakistan,Azad Kashmir,1989,2.194169693163841e-05
Pakistan,Dera Ghazi Khan,1989,5.400753151285388e-06
Pakistan,Bahawalpur,1989,3.259755046109192e-06
Pakistan,Peshawar,1989,9.965492664356046e-06
Pakistan,Makran,1989,1.3166405317195248e-06
Pakistan,Faisalabad,1989,8.308936382770788e-06
Pakistan,Lahore,1990,1.7955879288712086e-05
Pakistan,Sukkur,1990,2.654138974088966e-06
Pakistan,Sargodha,1990,1.2983373602300044e-05
Pakistan,Rawalpindi,1990,2.3547749508017625e-05
Pakistan,Sibi,1990,5.899251448940985e-06
Pakistan,Gujranwala,1990,2.5459070365760976e-05
Pakistan,Northern Areas,1990,7.094425337899494e-06
Pakistan,Dera Ismail Khan,1990,7.311577897257632e-06
Pakistan,Mirpur Khas,1990,5.201935435228207e-06
Pakistan,Mardan,1990,1.7510343388453773e-05
Pakistan,Malakand,1990,8.992437272327877e-06
Pakistan,Quetta,1990,2.2821692084304016e-06
Pakistan,F.A.T.A.,1990,8.671487686654834e-06
Pakistan,Larkana,1990,2.9373199891348263e-06
Pakistan,Nasirabad,1990,4.134952458944283e-06
Pakistan,Karachi,1990,2.5243502334963123e-06
Pakistan,Kohat,1990,1.344624122209931e-05
Pakistan,Multan,1990,6.641561938836758e-06
Pakistan,Kalat,1990,2.979021140930554e-06
Pakistan,Hazara,1990,1.9345109467973835e-05
Pakistan,Hyderabad,1990,3.379758107423849e-06
Pakistan,Zhob,1990,6.143898376385084e-06
Pakistan,Bannu,1990,9.754633533857508e-06
Pakistan,Azad Kashmir,1990,2.6852813969116663e-05
Pakistan,Dera Ghazi Khan,1990,5.962190346431277e-06
Pakistan,Bahawalpur,1990,4.047239437829344e-06
Pakistan,Peshawar,1990,1.3266005007702489e-05
Pakistan,Makran,1990,1.8068609568938335e-06
Pakistan,Faisalabad,1990,1.14762807306129e-05
Pakistan,Lahore,1991,6.939177423644669e-06
Pakistan,Sukkur,1991,6.61088370816874e-07
Pakistan,Sargodha,1991,6.641054759465095e-06
Pakistan,Rawalpindi,1991,1.2451087289410858e-05
Pakistan,Sibi,1991,1.6449813429157345e-06
Pakistan,Gujranwala,1991,1.15305144876554e-05
Pakistan,Northern Areas,1991,3.4193078881581163e-06
Pakistan,Dera Ismail Khan,1991,4.165072009029422e-06
Pakistan,Mirpur Khas,1991,7.87155011507566e-07
Pakistan,Mardan,1991,6.914144550634138e-06
Pakistan,Malakand,1991,5.008349258819983e-06
Pakistan,Quetta,1991,1.2247137539058616e-06
Pakistan,F.A.T.A.,1991,4.499977840385464e-06
Pakistan,Larkana,1991,8.681741371938942e-07
Pakistan,Nasirabad,1991,1.1590775281603713e-06
Pakistan,Karachi,1991,2.06523712739889e-07
Pakistan,Kohat,1991,6.316092771785581e-06
Pakistan,Multan,1991,2.851240084144602e-06
Pakistan,Kalat,1991,1.3032293477378565e-06
Pakistan,Hazara,1991,9.284326878121841e-06
Pakistan,Hyderabad,1991,4.784083403331837e-07
Pakistan,Zhob,1991,2.785361304113462e-06
Pakistan,Bannu,1991,5.496728881382367e-06
Pakistan,Azad Kashmir,1991,1.2944348929973946e-05
Pakistan,Dera Ghazi Khan,1991,2.5387204102184507e-06
Pakistan,Bahawalpur,1991,1.2956818001344688e-06
Pakistan,Peshawar,1991,4.733400195598835e-06
Pakistan,Makran,1991,1.2182676064037038e-06
Pakistan,Faisalabad,1991,5.201801367093851e-06
Pakistan,Lahore,1992,1.709796910548272e-05
Pakistan,Sukkur,1992,3.7582892636692905e-06
Pakistan,Sargodha,1992,1.7091776141354616e-05
Pakistan,Rawalpindi,1992,2.6957033170843662e-05
Pakistan,Sibi,1992,8.985954008531806e-06
Pakistan,Gujranwala,1992,2.6171337959699834e-05
Pakistan,Northern Areas,1992,8.698887794133939e-06
Pakistan,Dera Ismail Khan,1992,1.3145103658780898e-05
Pakistan,Mirpur Khas,1992,6.973054972818791e-06
Pakistan,Mardan,1992,2.1942106854528343e-05
Pakistan,Malakand,1992,1.3367036498331673e-05
Pakistan,Quetta,1992,4.6690314199059604e-06
Pakistan,F.A.T.A.,1992,1.4379318894154048e-05
Pakistan,Larkana,1992,5.865037371223596e-06
Pakistan,Nasirabad,1992,7.868101601515909e-06
Pakistan,Karachi,1992,2.859135788722253e-06
Pakistan,Kohat,1992,1.779176288572846e-05
Pakistan,Multan,1992,1.3970593432450161e-05
Pakistan,Kalat,1992,6.799717924049626e-06
Pakistan,Hazara,1992,2.3459466390628934e-05
Pakistan,Hyderabad,1992,4.537609228371776e-06
Pakistan,Zhob,1992,1.1043491753485979e-05
Pakistan,Bannu,1992,1.4926204230200411e-05
Pakistan,Azad Kashmir,1992,3.224950197466344e-05
Pakistan,Dera Ghazi Khan,1992,1.1512509794151003e-05
Pakistan,Bahawalpur,1992,7.81038280304505e-06
Pakistan,Peshawar,1992,1.831670845532399e-05
Pakistan,Makran,1992,2.94213813151844e-06
Pakistan,Faisalabad,1992,1.6087904958981172e-05
Pakistan,Lahore,1993,1.0739227398131643e-05
Pakistan,Sukkur,1993,3.2037935468479522e-06
Pakistan,Sargodha,1993,7.961214694353301e-06
Pakistan,Rawalpindi,1993,1.5993101223762005e-05
Pakistan,Sibi,1993,5.72406712242695e-06
Pakistan,Gujranwala,1993,1.6900286254521434e-05
Pakistan,Northern Areas,1993,5.924805501285289e-06
Pakistan,Dera Ismail Khan,1993,6.152624203637368e-06
Pakistan,Mirpur Khas,1993,5.184590520341363e-06
Pakistan,Mardan,1993,1.3639855063351957e-05
Pakistan,Malakand,1993,7.9097231057182e-06
Pakistan,Quetta,1993,2.077707450079895e-06
Pakistan,F.A.T.A.,1993,7.402997270770788e-06
Pakistan,Larkana,1993,2.5037517369532186e-06
Pakistan,Nasirabad,1993,3.2541022204874513e-06
Pakistan,Karachi,1993,1.4032892888120578e-06
Pakistan,Kohat,1993,1.0322308379771225e-05
Pakistan,Multan,1993,6.839570819748859e-06
Pakistan,Kalat,1993,2.6615544143694847e-06
Pakistan,Hazara,1993,1.4329520783735199e-05
Pakistan,Hyderabad,1993,2.015247718204759e-06
Pakistan,Zhob,1993,6.078407639441326e-06
Pakistan,Bannu,1993,7.650967306141754e-06
Pakistan,Azad Kashmir,1993,1.9189436594366504e-05
Pakistan,Dera Ghazi Khan,1993,7.1946382960790465e-06
Pakistan,Bahawalpur,1993,4.884468528681481e-06
Pakistan,Peshawar,1993,1.1048433746237942e-05
Pakistan,Makran,1993,8.258062797112881e-07
Pakistan,Faisalabad,1993,7.242627167503701e-06
Pakistan,Lahore,1994,1.2464072092637893e-05
Pakistan,Sukkur,1994,8.406421853864233e-06
Pakistan,Sargodha,1994,9.96050914120067e-06
Pakistan,Rawalpindi,1994,2.258851551025808e-05
Pakistan,Sibi,1994,6.681420082363268e-06
Pakistan,Gujranwala,1994,1.9942777722114404e-05
Pakistan,Northern Areas,1994,8.09421079050079e-06
Pakistan,Dera Ismail Khan,1994,5.4527043403911255e-06
Pakistan,Mirpur Khas,1994,1.1825028233877189e-05
Pakistan,Mardan,1994,1.805434645325294e-05
Pakistan,Malakand,1994,9.027739744125058e-06
Pakistan,Quetta,1994,4.392942847908395e-06
Pakistan,F.A.T.A.,1994,8.313076496512006e-06
Pakistan,Larkana,1994,8.36027049374708e-06
Pakistan,Nasirabad,1994,8.249542104912433e-06
Pakistan,Karachi,1994,1.2034557661016966e-05
Pakistan,Kohat,1994,1.3093810936162539e-05
Pakistan,Multan,1994,8.22787202463928e-06
Pakistan,Kalat,1994,8.09849693626483e-06
Pakistan,Hazara,1994,1.9467441328781298e-05
Pakistan,Hyderabad,1994,1.218586573634531e-05
Pakistan,Zhob,1994,4.788203950045156e-06
Pakistan,Bannu,1994,8.479302514376946e-06
Pakistan,Azad Kashmir,1994,2.676600460948112e-05
Pakistan,Dera Ghazi Khan,1994,6.657296096676123e-06
Pakistan,Bahawalpur,1994,6.249922439587814e-06
Pakistan,Peshawar,1994,1.4029243936758113e-05
Pakistan,Makran,1994,2.479049625132815e-06
Pakistan,Faisalabad,1994,8.86411525209805e-06
Pakistan,Lahore,1995,1.6012236112518377e-05
Pakistan,Sukkur,1995,5.475283896240376e-06
Pakistan,Sargodha,1995,1.3780631215369131e-05
Pakistan,Rawalpindi,1995,3.116707039132051e-05
Pakistan,Sibi,1995,3.988902101498241e-06
Pakistan,Gujranwala,1995,2.5574692508459146e-05
Pakistan,Northern Areas,1995,9.125417913585052e-06
Pakistan,Dera Ismail Khan,1995,1.0767983707032803e-05
Pakistan,Mirpur Khas,1995,5.079490906715528e-06
Pakistan,Mardan,1995,2.5670061167337207e-05
Pakistan,Malakand,1995,1.0981145703717094e-05
Pakistan,Quetta,1995,3.028193274892505e-06
Pakistan,F.A.T.A.,1995,1.1407332762856769e-05
Pakistan,Larkana,1995,4.2991551025002604e-06
Pakistan,Nasirabad,1995,3.783914244154457e-06
Pakistan,Karachi,1995,6.609487075784456e-06
Pakistan,Kohat,1995,1.8010807141686724e-05
Pakistan,Multan,1995,7.598908767516759e-06
Pakistan,Kalat,1995,4.854272331167667e-06
Pakistan,Hazara,1995,2.7966940350024515e-05
Pakistan,Hyderabad,1995,4.3204720374881015e-06
Pakistan,Zhob,1995,5.454149236987376e-06
Pakistan,Bannu,1995,1.290288047232265e-05
Pakistan,Azad Kashmir,1995,3.628991588165078e-05
Pakistan,Dera Ghazi Khan,1995,6.324132213494814e-06
Pakistan,Bahawalpur,1995,6.143248886540385e-06
Pakistan,Peshawar,1995,1.8490989711261707e-05
Pakistan,Makran,1995,2.914511250512137e-06
Pakistan,Faisalabad,1995,1.076260113036303e-05
Pakistan,Lahore,1996,1.977515136327524e-05
Pakistan,Sukkur,1996,2.5442928730134325e-06
Pakistan,Sargodha,1996,9.816093532600094e-06
Pakistan,Rawalpindi,1996,2.3765768496663726e-05
Pakistan,Sibi,1996,3.164563226746504e-06
Pakistan,Gujranwala,1996,2.6527353183906012e-05
Pakistan,Northern Areas,1996,1.2698246373348871e-05
Pakistan,Dera Ismail Khan,1996,6.358693905967085e-06
Pakistan,Mirpur Khas,1996,3.305952823253023e-06
Pakistan,Mardan,1996,2.542716276948634e-05
Pakistan,Malakand,1996,1.6838370107223803e-05
Pakistan,Quetta,1996,4.281423928144875e-06
Pakistan,F.A.T.A.,1996,1.2706051033929393e-05
Pakistan,Larkana,1996,2.0239770455574735e-06
Pakistan,Nasirabad,1996,2.5011419326119687e-06
Pakistan,Karachi,1996,3.7032184003079526e-06
Pakistan,Kohat,1996,1.7689748542986513e-05
Pakistan,Multan,1996,5.902151730896528e-06
Pakistan,Kalat,1996,4.246785541264233e-06
Pakistan,Hazara,1996,2.546986248429457e-05
Pakistan,Hyderabad,1996,2.574201322088215e-06
Pakistan,Zhob,1996,5.588456442351125e-06
Pakistan,Bannu,1996,1.0930302386031586e-05
Pakistan,Azad Kashmir,1996,3.187725027136069e-05
Pakistan,Dera Ghazi Khan,1996,4.032837668659661e-06
Pakistan,Bahawalpur,1996,4.950461953328081e-06
Pakistan,Peshawar,1996,2.1564914708689813e-05
Pakistan,Makran,1996,4.473407551175927e-06
Pakistan,Faisalabad,1996,8.905535853022577e-06
Pakistan,Lahore,1997,1.0064104539029045e-05
Pakistan,Sukkur,1997,3.630471488355044e-06
Pakistan,Sargodha,1997,4.9408557991542725e-06
Pakistan,Rawalpindi,1997,8.394580046113444e-06
Pakistan,Sibi,1997,6.671910947885983e-06
Pakistan,Gujranwala,1997,1.1613801528523177e-05
Pakistan,Northern Areas,1997,4.721406006145177e-06
Pakistan,Dera Ismail Khan,1997,3.7673983604115247e-06
Pakistan,Mirpur Khas,1997,3.0560928302284713e-06
Pakistan,Mardan,1997,8.358059067442307e-06
Pakistan,Malakand,1997,4.835997834112331e-06
Pakistan,Quetta,1997,2.628487202407965e-06
Pakistan,F.A.T.A.,1997,5.067921875662902e-06
Pakistan,Larkana,1997,6.065824227414667e-06
Pakistan,Nasirabad,1997,6.8216688520981274e-06
Pakistan,Karachi,1997,2.1970843259160864e-06
Pakistan,Kohat,1997,6.604294844596331e-06
Pakistan,Multan,1997,4.764527536087186e-06
Pakistan,Kalat,1997,2.2856333832858896e-06
Pakistan,Hazara,1997,9.296754517142616e-06
Pakistan,Hyderabad,1997,1.9190542556942525e-06
Pakistan,Zhob,1997,5.123252040119661e-06
Pakistan,Bannu,1997,4.881432163351526e-06
Pakistan,Azad Kashmir,1997,1.2540656420014792e-05
Pakistan,Dera Ghazi Khan,1997,5.318923361751137e-06
Pakistan,Bahawalpur,1997,5.647844795595372e-06
Pakistan,Peshawar,1997,7.470317450733265e-06
Pakistan,Makran,1997,2.589416282112788e-06
Pakistan,Faisalabad,1997,4.7896641655241054e-06
Pakistan,Lahore,1998,6.8000463270891885e-06
Pakistan,Sukkur,1998,1.448280368571542e-06
Pakistan,Sargodha,1998,6.153012012033895e-06
Pakistan,Rawalpindi,1998,1.2198597870121943e-05
Pakistan,Sibi,1998,3.0668653623077696e-06
Pakistan,Gujranwala,1998,9.13264414920725e-06
Pakistan,Northern Areas,1998,4.254069865857349e-06
Pakistan,Dera Ismail Khan,1998,4.449505179815571e-06
Pakistan,Mirpur Khas,1998,4.949044722046748e-06
Pakistan,Mardan,1998,1.0366317506266308e-05
Pakistan,Malakand,1998,6.138730145922385e-06
Pakistan,Quetta,1998,2.1474282277052968e-06
Pakistan,F.A.T.A.,1998,7.25901893980758e-06
Pakistan,Larkana,1998,3.7743038594293236e-07
Pakistan,Nasirabad,1998,1.1457218699277746e-06
Pakistan,Karachi,1998,1.5123513772064031e-06
Pakistan,Kohat,1998,8.303667855025004e-06
Pakistan,Multan,1998,4.108077375923692e-06
Pakistan,Kalat,1998,9.803807576554126e-07
Pakistan,Hazara,1998,9.811048460015485e-06
Pakistan,Hyderabad,1998,1.7507566847846136e-06
Pakistan,Zhob,1998,6.385423701165401e-06
Pakistan,Bannu,1998,6.113653972051153e-06
Pakistan,Azad Kashmir,1998,1.235643896654017e-05
Pakistan,Dera Ghazi Khan,1998,3.8381207393675095e-06
Pakistan,Bahawalpur,1998,3.65539401439977e-06
Pakistan,Peshawar,1998,8.520157335368276e-06
Pakistan,Makran,1998,8.347686262815912e-07
Pakistan,Faisalabad,1998,4.994383382094453e-06
