country,district,year,PRECTOTLAND kg m-2 s-1
Afghanistan,Gian,1996,1.0752622670707687e-05
Afghanistan,Bagrami,1996,1.1961367017811492e-05
Afghanistan,Qadis,1996,7.894134674600164e-06
Afghanistan,Khwaja Ghar,1996,6.272918092708581e-06
Afghanistan,Maydan Wardak,1996,9.552824517030722e-06
Afghanistan,Shah Joy,1996,7.100496400716743e-06
Afghanistan,Lal Wa Sarjangal,1996,5.867758504676995e-06
Afghanistan,Dila,1997,4.292100066876447e-06
Afghanistan,Markaz-e-Behsud,1997,5.226854760525285e-06
Afghanistan,Balkh Ab,1997,5.262210162916864e-06
Afghanistan,Hirat,1997,7.047976831089196e-06
Afghanistan,Feroz Nakhchir,1997,4.261886420395213e-06
Afghanistan,Pul-e-Hesar,1997,4.465930277659562e-06
Afghanistan,Gardez,1997,4.839857168471856e-06
Afghanistan,Spin Boldak,1997,5.042023732778939e-06
Afghanistan,Kapisa,1997,4.524823549056883e-06
Afghanistan,Ruy-e-Du Ab,1997,4.7483354119224745e-06
Afghanistan,Khwaja Du Koh,1997,5.664002955868905e-06
Afghanistan,Tolak,1997,7.061353332770514e-06
Afghanistan,Jaghatu,1997,4.3812620817944e-06
Afghanistan,Khuram wa Sarbagh,1997,4.432801812295685e-06
Afghanistan,Yahya Khel,1997,4.512566330474507e-06
Afghanistan,Reg,1997,3.5552337721317144e-06
Afghanistan,Fayz Abad,1997,5.276582165696576e-06
Afghanistan,Maywand,1997,3.794147339716589e-06
Afghanistan,Dushi,1997,4.583244099318042e-06
Afghanistan,Shah Wali Kot,1997,4.712184455369488e-06
Afghanistan,kiti,1997,5.4459232960107595e-06
Afghanistan,Paktika,1997,4.286558467670846e-06
Afghanistan,Sholgareh,1997,4.810941903244348e-06
Afghanistan,Arghandab,1997,4.444079116333771e-06
Afghanistan,Kunduz,1997,5.13356530818963e-06
Afghanistan,Saydabad,1997,4.712425524067492e-06
Afghanistan,Paktya,1997,4.839857168471856e-06
Afghanistan,Ashtarlay,1997,5.540388360522262e-06
Afghanistan,Chisht-e-Sharif,1997,7.049753278023619e-06
Afghanistan,Daman,1997,4.411842688313654e-06
Afghanistan,Farsi,1997,6.987625587904904e-06
Afghanistan,Nawur,1997,4.589724127794407e-06
Afghanistan,Panj wayi,1997,3.605818015245507e-06
Afghanistan,Kandahar,1997,4.366083491932153e-06
Afghanistan,Waras,1997,5.248476422271873e-06
Afghanistan,Qorghan,1997,5.976809478511312e-06
Afghanistan,Hesa Awal-e- Behsud,1997,4.883665809228772e-06
Afghanistan,Balkh,1997,4.77399826498327e-06
Afghanistan,Khas Uruzgan,1997,4.469833661307834e-06
Afghanistan,Nad-e-Ali,1997,1.9619378222213433e-06
Afghanistan,Chora,1997,4.548851327512725e-06
Afghanistan,Kohistanat,1997,5.811405901226132e-06
Afghanistan,Khwaja Sabzposh,1997,6.109276886056189e-06
Afghanistan,Farah,1997,4.73479459676364e-06
Afghanistan,Reg(khan Neshin),1997,1.6385178367637672e-06
Afghanistan,Jawand,1997,6.719408214036234e-06
Afghanistan,Pur Chaman,1997,5.096072848520136e-06
Afghanistan,Kajaki,1997,4.441159085880562e-06
Afghanistan,Jalrez,1997,4.6571317034044914e-06
Afghanistan,Naw Zad,1997,3.5515018961467653e-06
Afghanistan,Uruzgan,1997,4.608909084122574e-06
Afghanistan,Yakawlang,1997,5.653697418005361e-06
Afghanistan,Shiberghan,1997,5.70031540874311e-06
Afghanistan,Panjab,1997,5.697446910555282e-06
Afghanistan,Gulestan,1997,3.6124669220832754e-06
Afghanistan,Shindand,1997,6.2751616473318175e-06
Afghanistan,Sang-e-Takht,1997,6.0277168464390005e-06
Afghanistan,Darah Suf-e- Payin,1997,4.422615340367151e-06
Afghanistan,Sari Pul,1997,5.6306005800740865e-06
Afghanistan,Dawlat Abad,1997,5.4965237556860566e-06
Afghanistan,Garm Ser,1997,1.7347368773392756e-06
Afghanistan,Baghran,1997,5.308984483898101e-06
Afghanistan,Khash Rod,1997,2.1702639619333988e-06
Afghanistan,Ghor,1997,6.480344943286366e-06
Afghanistan,Mahmud-e- Raqi,1997,4.524823549056883e-06
Afghanistan,Takhar,1997,4.855418089070403e-06
Afghanistan,Samangan,1997,4.502021646863863e-06
Afghanistan,Lashkar Gah,1997,2.607782818097296e-06
Afghanistan,Ab Band,1997,4.344289593124001e-06
Afghanistan,Almar,1997,6.431438592320861e-06
Afghanistan,Sozma Qala,1997,5.328701485637202e-06
Afghanistan,Wor Mamay,1997,3.9488555598256435e-06
Afghanistan,Hazrat Sultan,1997,4.39815548428019e-06
Afghanistan,Arghistan,1997,4.95847290278244e-06
Afghanistan,Nesh,1997,4.579367101781538e-06
Afghanistan,Taywarah,1997,6.3947550200713905e-06
Afghanistan,Maruf,1997,4.926334050709369e-06
Afghanistan,Kabul,1997,4.763299929893437e-06
Afghanistan,Waza Khah,1997,4.321232341811903e-06
Afghanistan,Ali Abad,1997,5.07772145408388e-06
Afghanistan,Mardyan,1997,5.462574037250546e-06
Afghanistan,Shor Abak,1997,4.906348462927834e-06
Afghanistan,Parwan,1997,4.629805510251511e-06
Afghanistan,Khwaja Hejran,1997,4.6857997690085444e-06
Afghanistan,Kishindeh,1997,4.922791723118054e-06
Afghanistan,Badghis,1997,6.914244886887749e-06
Afghanistan,Khoshi,1997,4.962282434776191e-06
Afghanistan,Pul-e- khumri,1997,4.7693223261955334e-06
Afghanistan,Imam Saheb,1997,5.189409162295383e-06
Afghanistan,Deh shu,1997,1.404844838281295e-06
Afghanistan,Nimroz,1997,1.99987494449296e-06
Afghanistan,Naw Bahar,1997,4.588960678229471e-06
Afghanistan,Bangi,1997,4.6431399155475845e-06
Afghanistan,Du Lina,1997,6.6858688282830714e-06
Afghanistan,Gizab,1997,4.979481857694924e-06
Afghanistan,Ajrestan,1997,4.681594865356225e-06
Afghanistan,Chahar Sadra,1997,6.51918731317264e-06
Afghanistan,Qaysar,1997,6.499843902376651e-06
Afghanistan,Malestan,1997,4.2623620602077815e-06
Afghanistan,Gomal,1997,4.175147271897913e-06
Afghanistan,Bala Buluk,1997,4.164496657063232e-06
Afghanistan,Jaghuri,1997,4.2584998377866515e-06
Afghanistan,Wa Sher,1997,2.589781118859787e-06
Afghanistan,Qala-e-Naw,1997,7.073217494912173e-06
Afghanistan,Shahid-e-Hassas,1997,4.868100020157012e-06
Afghanistan,Qalat,1997,4.707829348798781e-06
Afghanistan,Dawlat Yar,1997,6.293026737893287e-06
Afghanistan,Chakhansur,1997,1.6590969096120828e-06
Afghanistan,Saghar,1997,6.33233165420333e-06
Afghanistan,Shahrak,1997,6.971487309703495e-06
Afghanistan,Faryab,1997,6.2165214831952045e-06
Afghanistan,Jawzjan,1997,5.525868641889788e-06
Afghanistan,Shibar,1997,5.044356350593022e-06
Afghanistan,Sayghan,1997,5.279817727811252e-06
Afghanistan,Sayad,1997,5.758474128212093e-06
Afghanistan,Daykundi,1997,5.49837759016674e-06
Afghanistan,Hilmand,1997,2.382811513845671e-06
Afghanistan,Ghazni,1997,4.476759695344878e-06
Afghanistan,Pasaband,1997,6.206920505234529e-06
Afghanistan,Khakrez,1997,4.596507906843436e-06
Afghanistan,Baghlan,1997,4.6260741180454204e-06
Afghanistan,Logar,1997,4.962282434776191e-06
Afghanistan,Chaghcharan,1997,6.4616460334141065e-06
Afghanistan,Obe,1997,7.10477518040466e-06
Afghanistan,Bala Murghab,1997,7.015234162897818e-06
Afghanistan,Garziwan,1997,6.261544048500651e-06
Afghanistan,Syah Gerd,1997,4.629805510251511e-06
Afghanistan,Deh Yak,1997,4.706620868901136e-06
Afghanistan,Bamyan,1997,5.384758965847358e-06
Afghanistan,Zabul,1997,4.526175274055146e-06
Afghanistan,Ghorak,1997,3.977091279543802e-06
Afghanistan,Khulm,1997,4.3894279136041486e-06
Afghanistan,Gian,1997,4.469449235138649e-06
Afghanistan,Bagrami,1997,4.763299929893437e-06
Afghanistan,Qadis,1997,7.1431879734098165e-06
Afghanistan,Khwaja Ghar,1997,5.067696262593217e-06
Afghanistan,Maydan Wardak,1997,4.870019449306511e-06
Afghanistan,Shah Joy,1997,4.363831952858557e-06
Afghanistan,Lal Wa Sarjangal,1997,5.934413977875811e-06
Afghanistan,Dila,1998,8.08348504138221e-06
Afghanistan,Markaz-e-Behsud,1998,9.739907613868804e-06
Afghanistan,Balkh Ab,1998,1.0666731983829262e-05
Afghanistan,Hirat,1998,1.1103252361247529e-05
Afghanistan,Feroz Nakhchir,1998,8.518232140118535e-06
Afghanistan,Pul-e-Hesar,1998,6.43015055769187e-06
Afghanistan,Gardez,1998,7.546633106631667e-06
Afghanistan,Spin Boldak,1998,4.016096703952765e-06
Afghanistan,Kapisa,1998,6.394246060698416e-06
Afghanistan,Ruy-e-Du Ab,1998,8.95608357647369e-06
Afghanistan,Khwaja Du Koh,1998,1.0469875984704856e-05
Afghanistan,Tolak,1998,1.1206704970707076e-05
Afghanistan,Jaghatu,1998,8.232996048485975e-06
Afghanistan,Khuram wa Sarbagh,1998,8.065581761494254e-06
Afghanistan,Yahya Khel,1998,8.163055371393209e-06
Afghanistan,Reg,1998,2.836719824244301e-06
Afghanistan,Fayz Abad,1998,1.0460581849449353e-05
Afghanistan,Maywand,1998,4.124777976168563e-06
Afghanistan,Dushi,1998,7.421135711319942e-06
Afghanistan,Shah Wali Kot,1998,5.0203701613572615e-06
Afghanistan,kiti,1998,8.114621759265393e-06
Afghanistan,Paktika,1998,7.846054855676612e-06
Afghanistan,Sholgareh,1998,9.78023755575481e-06
Afghanistan,Arghandab,1998,6.025524878314614e-06
Afghanistan,Kunduz,1998,7.017466975529681e-06
Afghanistan,Saydabad,1998,7.133113248920803e-06
Afghanistan,Paktya,1998,7.546633106631667e-06
Afghanistan,Ashtarlay,1998,9.344435484334958e-06
Afghanistan,Chisht-e-Sharif,1998,1.0799922838831093e-05
Afghanistan,Daman,1998,3.853900318164939e-06
Afghanistan,Farsi,1998,1.1342284012369796e-05
Afghanistan,Nawur,1998,8.483041192008012e-06
Afghanistan,Panj wayi,1998,3.569220972154302e-06
Afghanistan,Kandahar,1998,4.073257967214447e-06
Afghanistan,Waras,1998,9.375267025910954e-06
Afghanistan,Qorghan,1998,1.0444591358238572e-05
Afghanistan,Hesa Awal-e- Behsud,1998,8.369985215723081e-06
Afghanistan,Balkh,1998,9.211679269999014e-06
Afghanistan,Khas Uruzgan,1998,6.821803842885678e-06
Afghanistan,Nad-e-Ali,1998,3.4137104188198816e-06
Afghanistan,Chora,1998,6.094294623407123e-06
Afghanistan,Kohistanat,1998,1.0824416805642963e-05
Afghanistan,Khwaja Sabzposh,1998,1.0047682170160447e-05
Afghanistan,Farah,1998,7.576818011081185e-06
Afghanistan,Reg(khan Neshin),1998,2.578268947736945e-06
Afghanistan,Jawand,1998,9.92669812631893e-06
Afghanistan,Pur Chaman,1998,7.768544827377331e-06
Afghanistan,Kajaki,1998,5.713073797203336e-06
Afghanistan,Jalrez,1998,6.858685514716916e-06
Afghanistan,Naw Zad,1998,5.103611576791852e-06
Afghanistan,Uruzgan,1998,6.4131068290627395e-06
Afghanistan,Yakawlang,1998,1.0782963237454616e-05
Afghanistan,Shiberghan,1998,1.0644225575325902e-05
Afghanistan,Panjab,1998,1.0394332392747193e-05
Afghanistan,Gulestan,1998,5.783623278135123e-06
Afghanistan,Shindand,1998,1.0467071768271024e-05
Afghanistan,Sang-e-Takht,1998,9.549533781235983e-06
Afghanistan,Darah Suf-e- Payin,1998,9.15328490623603e-06
Afghanistan,Sari Pul,1998,1.0757019270406577e-05
Afghanistan,Dawlat Abad,1998,9.719365670133961e-06
Afghanistan,Garm Ser,1998,2.2151447223142374e-06
Afghanistan,Baghran,1998,7.185521007428476e-06
Afghanistan,Khash Rod,1998,3.693261554052245e-06
Afghanistan,Ghor,1998,1.024838559646034e-05
Afghanistan,Mahmud-e- Raqi,1998,6.394246060698416e-06
Afghanistan,Takhar,1998,7.03229411916054e-06
Afghanistan,Samangan,1998,8.561605419665367e-06
Afghanistan,Lashkar Gah,1998,3.649610300054356e-06
Afghanistan,Ab Band,1998,8.44746703118235e-06
Afghanistan,Almar,1998,9.374030967306033e-06
Afghanistan,Sozma Qala,1998,1.0747988766553418e-05
Afghanistan,Wor Mamay,1998,7.5865105351129475e-06
Afghanistan,Hazrat Sultan,1998,7.720366557196e-06
Afghanistan,Arghistan,1998,4.6031871980032346e-06
Afghanistan,Nesh,1998,5.628011690570949e-06
Afghanistan,Taywarah,1998,9.594532711687145e-06
Afghanistan,Maruf,1998,5.426731825764211e-06
Afghanistan,Kabul,1998,6.592105637767462e-06
Afghanistan,Waza Khah,1998,7.361847317299459e-06
Afghanistan,Ali Abad,1998,7.227830138847823e-06
Afghanistan,Mardyan,1998,1.0077333437907388e-05
Afghanistan,Shor Abak,1998,3.3224691888995647e-06
Afghanistan,Parwan,1998,7.095181946933507e-06
Afghanistan,Khwaja Hejran,1998,6.759927840146744e-06
Afghanistan,Kishindeh,1998,1.03043466250946e-05
Afghanistan,Badghis,1998,1.0469510551783379e-05
Afghanistan,Khoshi,1998,7.009536421311638e-06
Afghanistan,Pul-e- khumri,1998,6.941639648713445e-06
Afghanistan,Imam Saheb,1998,6.807103812211539e-06
Afghanistan,Deh shu,1998,2.0257774088296742e-06
Afghanistan,Nimroz,1998,3.3731063544093777e-06
Afghanistan,Naw Bahar,1998,6.24835304214596e-06
Afghanistan,Bangi,1998,7.216480592379103e-06
Afghanistan,Du Lina,1998,1.0070800041094796e-05
Afghanistan,Gizab,1998,7.900805022485737e-06
Afghanistan,Ajrestan,1998,8.022463422356054e-06
Afghanistan,Chahar Sadra,1998,1.0183542190340673e-05
Afghanistan,Qaysar,1998,9.396916382973811e-06
Afghanistan,Malestan,1998,8.261078094541504e-06
Afghanistan,Gomal,1998,7.94292688487724e-06
Afghanistan,Bala Buluk,1998,6.836561682663159e-06
Afghanistan,Jaghuri,1998,7.7071104289461e-06
Afghanistan,Wa Sher,1998,4.34194152730505e-06
Afghanistan,Qala-e-Naw,1998,1.1166688908961394e-05
Afghanistan,Shahid-e-Hassas,1998,6.642034226551039e-06
Afghanistan,Qalat,1998,5.3528317235812745e-06
Afghanistan,Dawlat Yar,1998,1.0442741943020872e-05
Afghanistan,Chakhansur,1998,2.7327959551236424e-06
Afghanistan,Saghar,1998,1.0154840430988587e-05
Afghanistan,Shahrak,1998,1.0627036921863218e-05
Afghanistan,Faryab,1998,9.941386833185469e-06
Afghanistan,Jawzjan,1998,1.0413004211846868e-05
Afghanistan,Shibar,1998,8.916307518655701e-06
Afghanistan,Sayghan,1998,1.0087758897166598e-05
Afghanistan,Sayad,1998,1.0654144455127828e-05
Afghanistan,Daykundi,1998,8.727349011830517e-06
Afghanistan,Hilmand,1998,3.353531838318442e-06
Afghanistan,Ghazni,1998,8.181706021165296e-06
Afghanistan,Pasaband,1998,8.88660547091288e-06
Afghanistan,Khakrez,1998,4.951189021801431e-06
Afghanistan,Baghlan,1998,6.888213439468e-06
Afghanistan,Logar,1998,7.009536421311638e-06
Afghanistan,Chaghcharan,1998,1.0564374663510693e-05
Afghanistan,Obe,1998,1.1470879754958138e-05
Afghanistan,Bala Murghab,1998,1.0287346260675807e-05
Afghanistan,Garziwan,1998,9.9675134424641e-06
Afghanistan,Syah Gerd,1998,7.095181946933507e-06
Afghanistan,Deh Yak,1998,7.816450759794419e-06
Afghanistan,Bamyan,1998,9.911325814387011e-06
Afghanistan,Zabul,1998,6.166885556223923e-06
Afghanistan,Ghorak,1998,4.767250081796106e-06
Afghanistan,Khulm,1998,7.740988236848569e-06
Afghanistan,Gian,1998,7.93850398399462e-06
Afghanistan,Bagrami,1998,6.592105637767462e-06
Afghanistan,Qadis,1998,1.0965441563727571e-05
Afghanistan,Khwaja Ghar,1998,6.848107645941977e-06
Afghanistan,Maydan Wardak,1998,8.025422898307402e-06
Afghanistan,Shah Joy,1998,7.0408325808538435e-06
Afghanistan,Lal Wa Sarjangal,1998,1.03718441473074e-05
Afghanistan,Dila,1999,2.7802933248412352e-06
Afghanistan,Markaz-e-Behsud,1999,4.128469966463886e-06
Afghanistan,Balkh Ab,1999,5.018499939655209e-06
Afghanistan,Hirat,1999,5.10458218359915e-06
Afghanistan,Feroz Nakhchir,1999,5.729067115017376e-06
Afghanistan,Pul-e-Hesar,1999,5.920559510493005e-06
Afghanistan,Gardez,1999,3.179435167389868e-06
Afghanistan,Spin Boldak,1999,1.921143914838915e-06
Afghanistan,Kapisa,1999,4.525844057190476e-06
Afghanistan,Ruy-e-Du Ab,1999,5.330407267182979e-06
Afghanistan,Khwaja Du Koh,1999,3.1772710537360017e-06
Afghanistan,Tolak,1999,5.112287219376337e-06
Afghanistan,Jaghatu,1999,2.884971501665953e-06
Afghanistan,Khuram wa Sarbagh,1999,5.760450968707509e-06
Afghanistan,Yahya Khel,1999,3.1616076087506825e-06
Afghanistan,Reg,1999,1.786585032117143e-06
Afghanistan,Fayz Abad,1999,4.1989185114349926e-06
Afghanistan,Maywand,1999,1.6976784823158013e-06
Afghanistan,Dushi,1999,5.455472370604459e-06
Afghanistan,Shah Wali Kot,1999,1.9499988081638923e-06
Afghanistan,kiti,1999,3.5735785166147722e-06
Afghanistan,Paktika,1999,3.024855115561219e-06
Afghanistan,Sholgareh,1999,4.990842686559993e-06
Afghanistan,Arghandab,1999,2.153455752020585e-06
Afghanistan,Kunduz,1999,6.402880008870179e-06
Afghanistan,Saydabad,1999,3.048426716891659e-06
Afghanistan,Paktya,1999,3.179435167389868e-06
Afghanistan,Ashtarlay,1999,4.128387478494956e-06
Afghanistan,Chisht-e-Sharif,1999,5.044042401989916e-06
Afghanistan,Daman,1999,1.786700535640816e-06
Afghanistan,Farsi,1999,5.1102234784692576e-06
Afghanistan,Nawur,1999,3.252460700812206e-06
Afghanistan,Panj wayi,1999,1.6704676528832319e-06
Afghanistan,Kandahar,1999,1.895958207226364e-06
Afghanistan,Waras,1999,3.914260762080687e-06
Afghanistan,Qorghan,1999,2.6334116931943987e-06
Afghanistan,Hesa Awal-e- Behsud,1999,3.8146397594256533e-06
Afghanistan,Balkh,1999,5.133960865010364e-06
Afghanistan,Khas Uruzgan,1999,2.428650624699458e-06
Afghanistan,Nad-e-Ali,1999,1.0288424882258672e-06
Afghanistan,Chora,1999,2.230525496019728e-06
Afghanistan,Kohistanat,1999,4.784088316148325e-06
Afghanistan,Khwaja Sabzposh,1999,3.649895127952888e-06
Afghanistan,Farah,1999,3.109590722646913e-06
Afghanistan,Reg(khan Neshin),1999,9.801115928408482e-07
Afghanistan,Jawand,1999,4.670778088146972e-06
Afghanistan,Pur Chaman,1999,3.3057481450095342e-06
Afghanistan,Kajaki,1999,2.289725327478915e-06
Afghanistan,Jalrez,1999,3.473499281580607e-06
Afghanistan,Naw Zad,1999,1.9462822398592225e-06
Afghanistan,Uruzgan,1999,2.3787862949095787e-06
Afghanistan,Yakawlang,1999,4.8726664068248494e-06
Afghanistan,Shiberghan,1999,3.5003707488419187e-06
Afghanistan,Panjab,1999,4.527603755273925e-06
Afghanistan,Gulestan,1999,2.1510396217779602e-06
Afghanistan,Shindand,1999,4.56901072363297e-06
Afghanistan,Sang-e-Takht,1999,4.499624455110752e-06
Afghanistan,Darah Suf-e- Payin,1999,5.572621571819221e-06
Afghanistan,Sari Pul,1999,4.670886259841389e-06
Afghanistan,Dawlat Abad,1999,3.959831530976295e-06
Afghanistan,Garm Ser,1999,1.4706567105723065e-06
Afghanistan,Baghran,1999,3.1455294662324844e-06
Afghanistan,Khash Rod,1999,1.0297191099513523e-06
Afghanistan,Ghor,1999,4.7467005811605976e-06
Afghanistan,Mahmud-e- Raqi,1999,4.525844057190476e-06
Afghanistan,Takhar,1999,6.296753614550539e-06
Afghanistan,Samangan,1999,5.604190711610766e-06
Afghanistan,Lashkar Gah,1999,1.3439797510616865e-06
Afghanistan,Ab Band,1999,2.838085276193457e-06
Afghanistan,Almar,1999,3.6205096290136605e-06
Afghanistan,Sozma Qala,1999,4.577235320924542e-06
Afghanistan,Wor Mamay,1999,3.050780522357666e-06
Afghanistan,Hazrat Sultan,1999,5.902190079754526e-06
Afghanistan,Arghistan,1999,2.052460782984012e-06
Afghanistan,Nesh,1999,2.079907595768397e-06
Afghanistan,Taywarah,1999,4.368910263078325e-06
Afghanistan,Maruf,1999,2.4625453665482016e-06
Afghanistan,Kabul,1999,3.545750879606785e-06
Afghanistan,Waza Khah,1999,2.7260346037121528e-06
Afghanistan,Ali Abad,1999,6.7942083460630655e-06
Afghanistan,Mardyan,1999,3.736090752846799e-06
Afghanistan,Shor Abak,1999,1.8509407486779808e-06
Afghanistan,Parwan,1999,4.472022138490691e-06
Afghanistan,Khwaja Hejran,1999,7.116100170276235e-06
Afghanistan,Kishindeh,1999,5.048732954550184e-06
Afghanistan,Badghis,1999,4.7801257967096384e-06
Afghanistan,Khoshi,1999,3.156975545391316e-06
Afghanistan,Pul-e- khumri,1999,6.959668389248607e-06
Afghanistan,Imam Saheb,1999,6.011551671677297e-06
Afghanistan,Deh shu,1999,1.3247237754883134e-06
Afghanistan,Nimroz,1999,9.464752257697852e-07
Afghanistan,Naw Bahar,1999,2.403243683291158e-06
Afghanistan,Bangi,1999,6.5468434306623916e-06
Afghanistan,Du Lina,1999,4.837936209709832e-06
Afghanistan,Gizab,1999,3.232076991202777e-06
Afghanistan,Ajrestan,1999,3.0463124154880983e-06
Afghanistan,Chahar Sadra,1999,4.678987498372917e-06
Afghanistan,Qaysar,1999,4.230903098826131e-06
Afghanistan,Malestan,1999,2.7967397210124034e-06
Afghanistan,Gomal,1999,3.1652253087335493e-06
Afghanistan,Bala Buluk,1999,2.662998850225729e-06
Afghanistan,Jaghuri,1999,2.5506127226288597e-06
Afghanistan,Wa Sher,1999,1.4015823164321493e-06
Afghanistan,Qala-e-Naw,1999,5.050600580494298e-06
Afghanistan,Shahid-e-Hassas,1999,2.625443562899399e-06
Afghanistan,Qalat,1999,2.117197715321523e-06
Afghanistan,Dawlat Yar,1999,4.969389330830745e-06
Afghanistan,Chakhansur,1999,7.7998745740665e-07
Afghanistan,Saghar,1999,4.506674894637372e-06
Afghanistan,Shahrak,1999,4.9078815467270844e-06
Afghanistan,Faryab,1999,3.5774134128146066e-06
Afghanistan,Jawzjan,1999,3.6531627667149304e-06
Afghanistan,Shibar,1999,4.7395557595946015e-06
Afghanistan,Sayghan,1999,4.853189944001169e-06
Afghanistan,Sayad,1999,4.0773173500236055e-06
Afghanistan,Daykundi,1999,3.858416860355815e-06
Afghanistan,Hilmand,1999,1.5609314605436289e-06
Afghanistan,Ghazni,1999,2.9596526063605176e-06
Afghanistan,Pasaband,1999,4.1679855218600155e-06
Afghanistan,Khakrez,1999,1.9015573366948001e-06
Afghanistan,Baghlan,1999,6.362950110155577e-06
Afghanistan,Logar,1999,3.156975545391316e-06
Afghanistan,Chaghcharan,1999,4.936215384455262e-06
Afghanistan,Obe,1999,5.22002045194752e-06
Afghanistan,Bala Murghab,1999,4.5770163149259875e-06
Afghanistan,Garziwan,1999,4.232965161960439e-06
Afghanistan,Syah Gerd,1999,4.472022138490691e-06
Afghanistan,Deh Yak,1999,3.055577812270964e-06
Afghanistan,Bamyan,1999,4.581455325555046e-06
Afghanistan,Zabul,1999,2.2747701895230026e-06
Afghanistan,Ghorak,1999,1.846746229952095e-06
Afghanistan,Khulm,1999,5.6734005229188204e-06
Afghanistan,Gian,1999,3.2651893249720032e-06
Afghanistan,Bagrami,1999,3.545750879606785e-06
Afghanistan,Qadis,1999,5.126355983391649e-06
Afghanistan,Khwaja Ghar,1999,6.046663798438688e-06
Afghanistan,Maydan Wardak,1999,3.616258931090452e-06
Afghanistan,Shah Joy,1999,2.4251836074587454e-06
Afghanistan,Lal Wa Sarjangal,1999,4.7235100564757325e-06
Afghanistan,Dila,2000,4.244442872167702e-06
Afghanistan,Markaz-e-Behsud,2000,3.2576181716144905e-06
Afghanistan,Balkh Ab,2000,2.5548318571735117e-06
Afghanistan,Hirat,2000,4.027126563331457e-06
Afghanistan,Feroz Nakhchir,2000,2.067097626865257e-06
Afghanistan,Pul-e-Hesar,2000,4.408943961181034e-06
Afghanistan,Gardez,2000,5.386629332098221e-06
Afghanistan,Spin Boldak,2000,3.473910287582661e-06
Afghanistan,Kapisa,2000,4.679294463937251e-06
Afghanistan,Ruy-e-Du Ab,2000,2.836114911879912e-06
Afghanistan,Khwaja Du Koh,2000,1.8595469267996083e-06
Afghanistan,Tolak,2000,3.866097619928488e-06
Afghanistan,Jaghatu,2000,4.459644773604316e-06
Afghanistan,Khuram wa Sarbagh,2000,2.642211335951821e-06
Afghanistan,Yahya Khel,2000,5.29571800920511e-06
Afghanistan,Reg,2000,3.323088365739564e-06
Afghanistan,Fayz Abad,2000,2.1537236319165312e-06
Afghanistan,Maywand,2000,3.063720628500717e-06
Afghanistan,Dushi,2000,3.535507937680004e-06
Afghanistan,Shah Wali Kot,2000,3.3600472790103204e-06
Afghanistan,kiti,2000,3.836838098555707e-06
Afghanistan,Paktika,2000,4.731174317311398e-06
Afghanistan,Sholgareh,2000,2.0606713636769106e-06
Afghanistan,Arghandab,2000,3.311772403022672e-06
Afghanistan,Kunduz,2000,3.335541876517508e-06
Afghanistan,Saydabad,2000,4.830675995827739e-06
Afghanistan,Paktya,2000,5.386629332098221e-06
Afghanistan,Ashtarlay,2000,3.5824138976214343e-06
Afghanistan,Chisht-e-Sharif,2000,4.121056257310593e-06
Afghanistan,Daman,2000,3.4880006068859886e-06
Afghanistan,Farsi,2000,3.78721998910561e-06
Afghanistan,Nawur,2000,3.886122776815122e-06
Afghanistan,Panj wayi,2000,3.2126107089205705e-06
Afghanistan,Kandahar,2000,3.2851461283072965e-06
Afghanistan,Waras,2000,3.52120102707208e-06
Afghanistan,Qorghan,2000,2.101725416621322e-06
Afghanistan,Hesa Awal-e- Behsud,2000,3.815894458351117e-06
Afghanistan,Balkh,2000,2.0501514670488875e-06
Afghanistan,Khas Uruzgan,2000,3.611324643459338e-06
Afghanistan,Nad-e-Ali,2000,1.3724951089700971e-06
Afghanistan,Chora,2000,3.4157231225055677e-06
Afghanistan,Kohistanat,2000,2.9444521154750576e-06
Afghanistan,Khwaja Sabzposh,2000,3.1870108242730318e-06
Afghanistan,Farah,2000,2.2926359766319636e-06
Afghanistan,Reg(khan Neshin),2000,1.5647267091452162e-06
Afghanistan,Jawand,2000,4.113032827738395e-06
Afghanistan,Pur Chaman,2000,2.6566866429391177e-06
Afghanistan,Kajaki,2000,3.0338539288140707e-06
Afghanistan,Jalrez,2000,4.59003671033097e-06
Afghanistan,Naw Zad,2000,2.2271204096800117e-06
Afghanistan,Uruzgan,2000,3.5050951526776047e-06
Afghanistan,Yakawlang,2000,2.84204008893542e-06
Afghanistan,Shiberghan,2000,2.3670727802027874e-06
Afghanistan,Panjab,2000,3.1497984436208166e-06
Afghanistan,Gulestan,2000,1.7451366503744642e-06
Afghanistan,Shindand,2000,3.0816693098388722e-06
Afghanistan,Sang-e-Takht,2000,3.816588773030736e-06
Afghanistan,Darah Suf-e- Payin,2000,2.2491073309538213e-06
Afghanistan,Sari Pul,2000,2.75600237621738e-06
Afghanistan,Dawlat Abad,2000,2.238336569683526e-06
Afghanistan,Garm Ser,2000,2.270196778389143e-06
Afghanistan,Baghran,2000,3.4269706207958723e-06
Afghanistan,Khash Rod,2000,1.0889510133892592e-06
Afghanistan,Ghor,2000,3.687648735191592e-06
Afghanistan,Mahmud-e- Raqi,2000,4.679294463937251e-06
Afghanistan,Takhar,2000,3.102412916945342e-06
Afghanistan,Samangan,2000,2.510390553916816e-06
Afghanistan,Lashkar Gah,2000,2.1238061392478146e-06
Afghanistan,Ab Band,2000,4.530346394675992e-06
